Date,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
"Thursday, September 17, 2020",6549,141757,73211,211628,775442,63145,55386,14790,19318,674456,300903,11105,76968,36489,268199,111062,51720,59370,159304,133239,118519,5005,126722,86722,108280,91935,9647,190742,16723,39739,7780,198361,27199,74576,447331,141586,73318,30060,147923,22376,135446,17686,178140,688128,60673,137460,1705,81185,100574,13430,4652
"Friday, September 18, 2020",6658,142863,74082,212942,779863,63750,55527,14852,19366,677660,302737,11217,78227,36959,270319,112099,52684,60128,160283,133670,119062,5035,127500,87807,110084,92432,9871,192139,17230,40197,7861,198848,27350,75068,448121,142597,74567,30342,148683,22376,136318,18075,180497,692609,61774,138702,1706,81602,103154,13683,4746
"Saturday, September 19, 2020",6743,144164,75160,213551,783849,64356,55527,14902,19449,681233,305021,11326,79128,37247,272843,113181,52684,61106,160283,134240,119744,5035,128087,88721,111473,93087,10163,193413,17607,40605,7861,199309,27512,75390,449107,143548,75804,30599,149845,22376,137240,18444,181439,696491,62844,139655,1710,82199,105557,13874,4780
"Sunday, September 20, 2020",6836,144962,75723,214018,785501,64857,55527,14955,19566,683754,306155,11403,80009,37491,274245,113927,52684,61542,161219,134586,120156,5079,128087,90017,112802,93364,10299,194713,17958,40889,7947,199762,27579,75774,449969,144310,76807,30801,150578,22376,137708,18696,183514,701392,63793,140511,1715,82548,107292,14054,4871
"Monday, September 21, 2020",6906,145780,76364,215251,790434,65399,56024,14978,19667,685439,307339,11459,80633,37901,275722,114450,54681,61917,161462,134830,120568,5108,129662,90942,114262,93556,10429,195521,18244,41167,7947,200154,27683,76036,450542,145166,77908,30995,150812,22376,138124,18869,184409,708163,64399,141138,1719,82548,108588,14171,4944
"Tuesday, September 22, 2020",6950,146584,76981,214846,793250,66053,56160,15021,19761,687909,308221,11522,81150,38347,277255,115063,54759,62731,162214,134988,120912,5147,130357,91422,115319,94021,10700,196714,18508,41538,7990,200580,27790,76102,451296,145851,79072,31313,151646,22376,140789,19189,185148,726108,65062,142010,1721,83193,110327,14384,5016
"Wednesday, September 23, 2020",7004,147153,77963,215284,796580,66669,56315,15050,19830,690499,309678,11689,82006,38743,279105,115777,55971,63515,162645,134988,121297,5171,131259,92100,116890,94573,10912,197666,18981,42034,8007,200988,27987,76266,451961,146754,80161,31503,152544,23059,141686,19634,186709,729490,65955,142590,1722,83702,112222,14504,5169
"Thursday, September 24, 2020",7132,150658,79049,215852,799785,67217,56472,15106,19947,693040,311046,11779,83347,39234,281361,116680,56137,64158,163222,135544,121800,5215,132337,93012,118264,95310,11242,199353,18981,42467,8044,201216,28224,77155,452916,147745,81244,31865,153397,23059,142707,20097,187544,733882,67176,143492,1724,84238,114700,14706,5305
"Friday, September 25, 2020",7254,151591,79946,216367,803875,67926,56587,15163,20085,695887,312514,11891,84433,39757,283843,117855,57523,65066,163928,135998,122359,5235,133377,94189,120243,96032,11564,205496,19885,42887,8044,202100,28487,77711,453824,148895,82520,32314,154203,23059,143902,20554,189454,738585,68539,144433,1731,85226,117329,14953,5420
"Saturday, September 26, 2020",7367,152321,80755,216826,803875,68510,56587,15215,20156,698682,313873,12018,85425,40296,286284,119018,57688,66036,163928,136517,122972,5260,134373,95659,121951,96677,11907,207226,20380,43329,8121,202850,28692,78313,454829,150010,83510,32581,155232,23059,145273,21133,190891,743386,69554,145408,1739,85830,120231,15158,5465
"Sunday, September 27, 2020",7481,152321,81242,217237,809449,69079,56587,15250,20260,700564,314685,12116,86229,40296,287884,119920,57688,66491,164851,137111,123403,5288,134373,96734,123342,96859,12107,208515,20724,43792,8172,203548,28844,78683,455695,150810,84333,32820,156150,23059,145887,21541,192995,747861,70606,146144,1742,86269,122478,15348,5633
"Monday, September 28, 2020",7597,152983,82049,217510,813030,69490,57147,15264,20389,701302,315281,12203,86840,40923,289593,120792,59540,66939,165091,137478,123880,5301,135702,97638,124620,97049,12413,209392,20983,44278,8208,204107,28985,79145,456529,151803,85194,32994,156826,23059,146455,21738,193732,749601,71458,146593,1745,86637,124217,15512,5754
"Tuesday, September 29, 2020",7721,153554,82755,218184,816128,70025,57329,15300,20531,704568,316306,12290,87626,40923,290959,121541,59605,67856,165091,137930,124311,5338,136820,98447,124620,97638,12724,210302,21401,44747,8233,204563,29157,79546,457718,152908,86219,33291,157814,23059,147634,21997,194611,754081,72164,147516,1749,87042,126664,15688,5821
"Wednesday, September 30, 2020",7824,154701,83697,218507,818915,70536,57550,15326,20613,706516,318026,12410,88555,42048,293231,122509,60648,68840,166033,138442,124725,5391,138014,99134,126113,98190,13071,211798,21846,45276,8266,205275,29435,79980,458718,153988,87199,33509,158967,23548,147942,22389,196139,759529,73080,148271,1752,87523,129123,15848,5948
"Thursday, October 1, 2020",7948,155744,84821,219212,822449,71217,57742,15358,20787,709143,319574,12515,89612,42559,295393,123681,60809,69725,167382,139150,125510,5431,139006,100199,127911,98885,13500,214061,22218,45870,8317,205889,29661,80348,460100,155314,88365,33860,160123,23548,148319,23135,197431,762958,74087,148719,1755,88116,132123,16024,6083
"Friday, October 2, 2020",8074,156698,85779,219763,826624,71898,58297,15423,20937,711804,320634,12601,90754,43238,297601,125183,62019,70727,167401,139907,126222,5468,139996,101366,129397,99558,13855,215850,22694,46647,8534,206629,30000,81116,461698,156810,89559,34163,161284,23548,149185,23522,198403,766559,74266,149687,1768,88810,134948,16307,6214
"Saturday, October 3, 2020",8217,158380,86525,220399,829436,71898,58297,15473,21125,714591,322078,12734,91861,43702,300043,126638,62163,72001,168294,140510,126819,5486,141271,102787,131104,100167,14356,218052,23134,47070,8597,207576,30296,81638,463429,157967,90748,34507,161284,23548,150891,23986,199595,773628,76267,150803,1778,89419,138002,16468,6365
"Sunday, October 4, 2020",8405,159169,87013,220754,831629,73076,58297,15519,21243,716459,322925,12804,92545,43702,301496,127725,62165,72617,168294,141144,127290,5521,141271,103826,133031,100488,14635,218662,23550,47475,8645,208202,30477,82027,464651,158908,91982,34770,163535,23548,151582,24418,201210,776892,77578,151870,1785,89874,139928,16628,6504
"Monday, October 5, 2020",8613,159713,87430,221070,835636,73537,59120,15547,21363,717874,323714,12854,92901,44422,303349,128555,63594,73158,168512,141609,127791,5545,142726,104799,133418,100703,14847,220894,23862,47910,8645,208713,30632,82363,465584,159965,91982,35049,164207,23548,152159,24598,203699,779939,78751,152557,1817,90276,141655,16742,6629
"Tuesday, October 6, 2020",8752,160477,88071,221934,838334,74191,59241,15652,21466,720125,324650,12937,93423,45082,304966,129575,63837,74194,169044,142064,128204,5566,143877,105740,134583,101678,15347,222424,24364,48401,8731,209342,30947,82363,466977,161300,93346,35340,165243,23548,152970,24876,205375,784204,79472,153182,1821,90663,143730,16936,6770
"Wednesday, October 7, 2020",8878,161418,88880,222538,841978,74922,59364,15697,21550,722707,326142,13045,94342,45753,307596,130863,64977,76587,170097,142589,128664,5604,145092,106651,135651,102241,16063,224135,24857,49007,8731,209850,31372,83269,468337,162724,94352,35635,166552,24482,153705,24876,207455,788422,80531,153691,1827,91208,146193,17139,6899
"Thursday, October 8, 2020",9005,161975,90145,223401,845598,75785,59748,15765,21682,726013,327407,13146,95857,46426,310690,132324,65102,77455,170621,143002,129425,5639,146493,107922,137156,102819,16677,226563,25384,49673,8878,211148,31756,83735,470173,164263,95564,36116,169308,24482,154755,26441,209447,792670,81989,155535,1838,91918,149467,17325,7092
"Friday, October 9, 2020",9182,163465,91312,224084,849467,76619,60038,15843,21827,728921,329032,13300,97041,47088,313508,134158,66870,78456,170878,143659,130159,5666,147816,109312,139164,103681,17399,228597,26039,49673,8970,212013,32241,84502,471765,166103,97088,36526,171050,24482,155676,27215,211003,796791,83320,156649,1846,92491,152631,17707,7325
"Saturday, October 10, 2020",9431,164526,92220,224978,852160,77642,60038,15918,21998,734491,330269,13371,98356,47701,316413,136083,66870,79445,170878,144251,130795,5696,149463,110828,144230,104638,18117,230918,26627,50731,9092,212877,32722,85305,473212,167459,98621,36526,171050,24482,156621,27947,212649,800976,84696,157905,1857,93025,155602,17913,7455
"Sunday, October 11, 2020",9686,165342,92833,225575,854378,78461,60038,15984,22130,734491,331409,13472,99620,48066,319140,137653,66967,80292,172059,144821,131357,5723,149463,112268,144230,104932,18702,232636,27264,51972,9143,213628,32983,85677,474355,168750,99387,37255,172216,24482,157406,28564,214717,803484,84722,158716,1868,93025,158315,18128,7611
"Monday, October 12, 2020",9877,166076,93487,226050,857639,79037,61377,16022,22289,736024,332311,13514,100052,48663,321880,139227,68934,80930,172119,145599,131861,5755,151396,113439,144230,105228,19125,233911,27736,52437,9208,214097,33362,86240,475384,170180,100184,37467,173304,24482,158055,28925,217682,806070,86907,159570,1876,93025,160331,18281,7802
"Tuesday, October 13, 2020",10028,167193,94167,226734,862113,80085,61697,16068,22394,738749,333304,13575,100632,49247,324733,140799,69121,81691,172801,146231,132343,5782,152862,114574,144230,105941,19611,235647,28244,53140,9279,215085,33713,86240,476777,171627,101493,37780,174646,24482,158883,29339,218829,811489,87812,160805,1886,94775,163759,18555,7964
"Wednesday, October 14, 2020",10171,167977,95246,227635,865344,80777,61861,16132,22465,741632,334601,13674,101812,49892,327599,141964,70363,83013,173121,148756,132918,5818,154455,114574,148679,106817,20210,237573,28947,54077,9349,216023,34290,87190,478009,173666,102615,38160,175922,25698,159809,30215,220538,816178,89019,161610,1889,95509,167082,18818,8177
"Thursday, October 15, 2020",10323,169162,96524,228748,868379,81918,62028,16166,22560,744988,336241,13764,103222,50610,331613,143911,70520,84195,173864,149327,133548,5836,156913,119396,150554,108139,20933,240105,29653,55032,9426,216994,34958,87969,479469,175844,103836,38525,177520,25698,161106,31012,222827,821062,90491,162941,1903,96185,171122,19082,8375
"Friday, October 16, 2020",10549,170374,97539,229486,871498,83230,62830,16255,22724,748437,337850,13853,104552,51704,336170,146209,72146,85506,174638,150029,134329,5865,159119,119355,150554,109255,21595,242789,30517,56320,9514,217804,35770,88674,481176,177992,105308,38935,179086,25698,162253,31805,223493,826965,91994,164124,1915,96894,175227,19580,8665
"Saturday, October 17, 2020",10760,171662,98422,230407,873404,84369,62830,16334,22942,752481,339384,13940,106147,52582,339799,148694,72218,86797,174638,150611,135127,5913,161105,122540,154928,110006,22233,244891,31261,56931,9625,218738,36343,88674,482960,180226,106503,39316,180943,25698,163214,32611,226139,831895,93365,165238,1926,97671,175227,19801,8816
"Sunday, October 18, 2020",10980,172626,99066,231149,874795,85302,62830,16370,23093,755020,340558,14023,107062,52582,344044,150299,72358,87607,175781,151370,135657,5939,161105,122540,156696,110592,22821,247194,31978,57666,9694,219647,36788,90327,484350,181788,107299,39532,180943,25698,163990,33269,228744,837677,94438,166138,1937,98201,175227,20081,9025
"Monday, October 19, 2020",11182,173485,99597,231863,879572,86374,64021,16395,23325,756727,341310,14058,107570,53790,347157,151882,74369,88247,175982,152212,136154,5962,164123,125531,156696,111322,23390,248338,32637,58407,9746,221205,37302,90810,485348,183625,108073,39794,183315,25698,164609,33836,232061,840237,95595,166828,1946,98661,183142,20293,9311
"Tuesday, October 20, 2020",11393,174528,100441,232937,883700,87582,64455,16445,23325,760389,342438,14142,108297,54663,350870,153382,74585,89544,176681,153033,136744,5989,165994,125531,160869,112123,24093,249916,33666,59002,9828,222193,37896,91460,486549,185640,109548,40136,184872,25698,165493,34457,233569,845349,96668,167754,1956,99150,187828,20520,9526
"Wednesday, October 21, 2020",11605,175674,101596,233912,886954,88849,64871,16498,23375,762533,343750,14219,109573,55650,355212,155116,75996,90996,177399,153679,137236,6027,167872,125531,162723,113081,24712,249916,34165,59900,9917,223223,38715,92012,488575,188006,110856,40443,186297,27274,166357,35044,235861,850740,98042,168772,1971,99874,192191,20734,9838
"Thursday, October 22, 2020",11837,177064,102798,234906,893770,90222,65373,16537,23526,768091,345535,14318,110974,56600,360153,157972,76290,92299,178171,154665,137979,6064,170076,129863,164534,113876,25640,254158,35052,60869,9994,224385,39377,92790,490203,190431,112483,40810,188360,27274,167485,36017,237907,857095,99598,170104,1987,100525,195823,21055,10053
"Friday, October 23, 2020",12118,180916,104135,235882,899280,91572,66052,16609,23694,771780,347759,14446,112555,57673,364027,160439,77878,93748,178870,155642,138691,6095,172122,132122,167452,115088,26503,257450,35939,62081,10112,225430,40168,93593,491840,192949,113856,41348,190579,27274,168549,37202,241513,863674,101607,171284,2016,101345,200466,21392,10369
"Saturday, October 24, 2020",12489,183276,105318,236772,903653,93400,66052,16706,23844,776251,349605,14535,114463,58694,370188,163180,77960,95480,178870,156770,139487,6137,175612,125531,169495,115088,27142,251723,36874,62778,10238,227339,41040,94730,493901,195807,115685,41729,192622,27274,169341,38141,244087,870212,101607,172372,2043,99874,205139,21712,6524
"Sunday, October 25, 2020",13012,184355,106115,238163,905744,95089,66052,16767,23961,778636,350923,14672,115775,58694,374245,165332,78173,96942,179842,157887,140279,6201,175612,135372,171022,115763,27880,259065,37719,63349,10328,228468,41863,95609,495533,198116,116736,42101,194288,27274,170678,39203,247587,874506,104877,173371,2073,102913,208917,21906,8648
"Monday, October 26, 2020",13358,185320,106727,238963,910880,97293,68099,16812,24168,782012,351805,14709,116451,60041,378972,167297,80365,97864,180036,159103,140844,6254,179667,137535,172716,116617,28492,261714,38236,64031,10397,229684,42585,96178,496724,200232,117392,42436,195694,27274,171500,39740,249863,879014,106114,174241,2083,103500,211928,22220,10880
"Tuesday, October 27, 2020",13739,186436,107679,240120,915400,98733,68637,16906,24260,786311,353343,14773,117629,60923,382971,169289,80641,99634,180962,160128,141741,6311,182342,139442,174632,117617,29335,261714,39129,64909,10530,231331,43169,96901,498715,202741,118409,42807,198446,27274,172576,40730,251774,886181,107258,175384,2113,104027,217428,22705,11102
"Wednesday, October 28, 2020",14094,187705,108640,241165,919593,100204,69127,16973,24398,790426,354979,14834,119443,60923,389082,171859,83433,101493,181411,161274,142425,6385,185932,142310,174632,118587,29967,264598,39907,66065,10641,232997,43826,97463,500746,205348,119152,43228,200674,29779,173479,42000,254220,891969,108871,176748,2120,104742,221559,23064,11311
"Thursday, October 29, 2020",14454,189149,109712,242480,923502,102014,70446,17074,24553,794624,356783,14911,121913,62746,395445,175482,83789,103302,181815,162524,143387,6465,190032,145465,180200,119336,30854,264598,41130,67656,10768,234538,44904,98512,503245,208938,120193,43793,202876,29779,174588,43000,256878,899024,110736,178172,2141,105557,226705,23464,11549
"Friday, October 30, 2020",14835,190496,110874,244045,928644,104426,71207,17144,24757,800216,358183,15003,124534,63810,402389,178664,86737,105239,182254,164012,144314,6569,193388,148472,183186,120158,31916,267402,42483,69111,10884,236523,45909,99724,505500,212783,121494,44387,205517,29779,175592,44558,259485,905794,112969,179626,2155,106573,232062,23990,11826
"Saturday, October 31, 2020",15273,192285,112190,245946,931793,104426,71207,17266,24946,802545,360728,15071,127356,64608,402389,182131,86774,107214,182254,165304,145281,6667,197406,150672,185534,120498,32767,269459,43916,70206,11084,237886,46490,100701,507612,215698,122762,44921,208027,29779,176612,45992,260670,913106,114780,181178,2179,107499,237870,24459,11826
"Sunday, November 1, 2020",15621,193983,113054,247473,934770,109908,71207,17369,25126,807412,361934,15154,130239,65088,417265,184883,86774,108636,183307,166443,146145,6715,197406,153618,188184,120863,33456,270792,43916,71137,11214,239629,47232,100701,509804,219001,124110,45429,209936,29779,178022,47321,261424,917416,116540,182380,2196,108312,241423,24879,13383
"Monday, November 2, 2020",15971,194885,113640,248139,939927,112146,73858,17438,25319,812063,362889,15231,131713,65845,423485,187960,90589,109663,183616,167174,146994,6799,204325,157096,190423,121508,34205,272949,47186,72090,11320,240997,48103,102032,511437,221910,125193,45977,211996,29779,178916,47850,264580,921701,117737,183399,2219,109352,244928,25233,14157
"Tuesday, November 3, 2020",16360,195929,114513,249818,945788,114709,74843,17524,25426,816700,364571,15318,133229,67024,430006,190850,90904,111374,184721,168097,147766,6926,207761,157096,193023,122275,35108,280336,48301,73475,11448,242825,49239,102930,513758,226139,126525,46460,214871,29779,179948,48852,266354,929425,119435,184662,2236,110011,251032,25592,14619
"Wednesday, November 4, 2020",16764,197777,115805,250633,951000,117635,75373,17601,25533,821123,366427,15473,136047,68314,437544,194556,93653,113003,185127,169726,148766,7283,212124,160922,196576,123885,35901,282802,49838,75265,11563,245257,50251,103984,515884,230210,127772,47049,217666,32657,180868,49788,269801,939017,121614,185823,2267,111480,257288,25986,15044
"Thursday, November 5, 2020",17072,199158,117360,252767,956986,121006,77060,17682,25753,827379,368345,15572,140609,69579,447479,198979,94378,115270,185819,171519,149964,7464,218244,164863,200505,124852,36878,285659,51616,77348,11808,247219,51110,105238,518881,235171,129873,47839,220566,32657,181634,51148,271761,947687,124399,187200,2303,112550,263571,26546,15409
"Friday, November 6, 2020",17597,200713,119230,254764,963768,124466,78125,17792,26035,832625,370075,15691,144142,70909,465528,203622,99223,117475,186686,173557,151505,7600,222509,170307,205064,125884,37806,288334,53203,80015,12012,249380,52394,106776,522090,240179,131751,48608,223950,32657,182872,52636,273143,955315,127329,188769,2326,114241,269982,27085,16360
"Saturday, November 7, 2020",18198,202482,120828,257384,969090,127967,78125,17891,26283,837077,371805,15819,144142,72312,477966,208538,99295,119542,186686,175734,152915,7693,222509,174954,209197,126688,38775,290432,53203,81714,12241,252582,53671,108586,525677,245728,131751,49587,227985,32657,184741,53973,278212,963432,130376,190866,2347,116011,277503,27742,16614
"Sunday, November 8, 2020",18716,203687,121866,259264,973743,130984,78125,18001,26596,843895,373057,15947,148391,72961,487974,213190,99384,120678,187940,177543,153996,7720,222509,180860,212441,127204,39551,291947,55455,83275,12488,254595,54881,109770,529105,250269,136258,50448,230894,32657,185681,55401,281850,969241,132633,192166,2392,117331,281910,28400,17306
"Monday, November 9, 2020",19187,204856,122811,259699,981493,134536,81463,18087,26908,847814,374149,16008,156816,74227,498547,217322,105081,122562,188339,178706,155371,8060,238308,184785,216696,127204,39971,294854,55455,84857,12699,256653,56289,110723,532249,254975,138449,51155,234296,32657,186382,56310,287710,973434,134763,193468,2415,118570,286380,28795,18009
"Tuesday, November 10, 2020",19712,206567,124235,263133,990096,138426,82987,18173,27112,852174,376032,16088,161257,75428,511169,222186,105637,124646,189679,180753,156709,8186,245252,189681,220768,129394,41067,297973,57383,87032,12919,260430,57547,112036,536214,261483,140155,51909,238657,32657,187724,57334,289749,984377,137523,194906,2462,120011,293812,29316,19372
"Wednesday, November 11, 2020",20207,208636,126197,265163,995487,142399,84741,18379,27353,858012,377677,16205,166021,77121,523823,227228,110778,127343,189679,183248,158423,8394,251872,201787,224771,129394,41990,300561,57373,89232,13148,263495,59034,113132,541034,267357,142334,52770,243368,36375,188995,58696,293379,995448,139851,196500,2535,120011,301347,29316,19372
"Thursday, November 12, 2020",20688,210637,128006,266562,1005994,147597,85899,18507,27546,863619,380169,16302,170358,78278,536526,233831,111357,129679,191882,185732,159900,8639,259180,201787,226881,130665,42936,301342,59148,91827,13470,266986,60776,114601,545831,274458,144689,53879,248856,36375,190490,60716,296724,1004205,143642,198022,2651,123356,309572,30897,20479
"Friday, November 13, 2020",21275,213617,130317,269577,1015809,154037,88645,18666,28016,870552,382479,16412,175423,79795,551940,239432,117331,132844,194683,188406,161769,8791,268336,207265,235722,131970,44113,305233,62866,94151,13929,270383,62006,116439,551232,282529,147358,54937,254386,36375,192100,62327,300458,1015479,146117,199258,2742,125498,318023,31638,21334
"Saturday, November 14, 2020",22014,215843,132163,273053,1023575,159233,88645,18814,28396,875096,384968,16519,180253,81314,562965,247759,117519,136135,194683,191247,164090,8942,275792,223508,239451,133340,45889,308350,62866,96048,14311,274736,63171,118696,556620,290244,150205,56018,259938,36375,194014,64181,305120,1025407,151143,200792,2842,127730,323604,32792,22465
"Sunday, November 15, 2020",22660,217822,133039,275435,1030112,163416,88645,18977,28803,885201,386909,16519,184684,82243,573590,254463,117519,137584,194683,193331,165930,9117,275792,230997,243169,134308,47155,310322,64880,97364,14311,279259,64201,119858,560269,298097,154128,56880,265135,36375,195507,65380,310937,1031415,153874,201951,2889,130039,329924,33658,22465
"Monday, November 16, 2020",23240,219232,134346,276912,1043348,167711,93284,19064,29208,889864,387884,16613,187020,83344,585233,259609,124812,139097,194683,195298,167656,9363,288954,236949,248885,134896,48024,313606,65937,100783,16129,281493,65454,121421,563759,305365,156857,57646,269613,36375,195507,66276,318868,1038571,155859,204614,3008,131532,334562,34459,23193
"Tuesday, November 17, 2020",23240,220846,135902,279896,1053945,172043,94986,19309,29552,897322,391429,16665,190583,85125,597818,265099,125342,142008,194610,197561,169804,9519,296840,242042,253473,135803,49398,316955,67228,100783,15303,285519,67559,123077,568847,305365,158408,58570,275513,36375,195507,67284,320729,1050255,159071,206751,3104,134118,342155,35315,24453
"Wednesday, November 18, 2020",23240,223486,137617,283102,1065363,176694,97028,19465,29775,905248,393934,16734,194479,86435,606740,271135,130668,144753,202803,200305,171823,9733,303058,242042,257822,137396,50582,320858,67228,105748,15749,289562,70451,124706,574141,305365,161425,59669,281852,41869,195507,68671,325055,1059310,162159,208827,3161,135424,350665,36277,25275
"Thursday, November 19, 2020",25192,225910,139855,287225,1079776,182800,99381,19678,30167,914333,396590,16841,198674,87977,621367,278430,131069,148387,211866,202837,174733,9958,311013,249906,262436,138791,51810,324959,70010,108366,16277,293782,74116,127077,579451,305365,164352,60873,288978,41869,201160,69742,328088,1072028,166114,210780,3310,137410,358110,37398,26169
"Friday, November 20, 2020",25192,228373,141916,291696,1086368,188566,101469,19808,30816,923418,399389,16936,203033,89756,634378,285246,136631,152206,216705,205125,177086,10123,320930,256700,267311,140429,53283,328072,71540,110739,16797,297370,77098,128894,584919,305365,167261,62175,295786,41869,201160,71070,331532,1084521,170677,213323,3459,139542,365190,38477,27129
"Saturday, November 21, 2020",25192,230708,143821,295334,1103253,194676,101469,19961,31322,931827,402412,17098,206660,90833,646269,292124,136895,155904,216705,208143,179971,10359,329021,262952,267311,142401,54539,331872,72683,112101,17281,302039,79440,130884,590892,343286,170924,63668,302564,41869,201160,72214,335886,1097055,174056,215671,3545,141260,380314,39598,27129
"Sunday, November 22, 2020",25934,232506,145173,299665,1108681,198599,101469,20151,31848,937712,404396,17220,210059,91652,656281,298307,136969,158100,221160,210864,182131,10544,329021,270157,274882,143173,55680,334298,73399,113109,17598,306007,81896,130884,596283,351419,174330,65170,309639,41869,201160,73062,340475,1106521,177192,217785,3629,141260,384426,40478,28169
"Monday, November 23, 2020",25934,234078,146190,302324,1130602,202287,106740,20290,32251,944744,406212,17333,211722,91652,664603,303860,143999,160232,221160,212649,183797,10799,340963,276500,278659,143869,56380,339189,74399,114960,18042,309588,84148,135339,602189,363304,177874,66333,314401,41869,207552,73848,344520,1113408,179491,221023,3713,147537,379684,41112,29431
"Tuesday, November 24, 2020",25934,236865,148312,306868,1147417,206438,107280,20409,32695,953300,408643,17393,215582,94729,674072,309503,144939,162837,225637,214874,185464,11026,347746,282916,282792,144544,57501,343408,75478,114960,18382,313863,86247,138179,607070,371908,180610,67333,321070,41869,210905,74859,345853,1128131,182212,223568,3761,151018,386441,42080,29959
"Wednesday, November 25, 2020",25934,239318,150277,310849,1160872,210629,109152,20516,33004,961676,411001,17501,218947,96503,685450,315496,150080,166139,225637,218098,188161,11264,352433,289303,287262,145636,66382,346506,75478,116716,18382,317905,88102,140803,613335,382743,184557,68503,327829,48325,210905,76142,347971,1143857,184031,226286,3827,153905,392438,43049,30761
"Thursday, November 26, 2020",25934,241957,152624,314326,1168490,216681,109152,20736,33589,961676,413905,17618,218947,96503,697471,321879,150078,166139,225637,218098,190480,11264,352433,295001,290536,147382,59612,350511,77232,121947,18776,322378,89796,140803,620268,382743,184342,68503,336254,48325,210905,76142,352376,1155618,184512,228882,3827,153905,398103,44178,30761
"Friday, November 27, 2020",25934,242874,153677,318638,1181254,220951,112581,20937,34166,979020,416294,17708,223544,98491,705045,327518,154677,171746,230580,222562,192858,11264,369770,304023,290536,148387,59794,353952,77232,123067,18776,326473,91851,144785,628444,382743,187565,70832,343614,48325,214911,78279,356716,1159065,190126,230426,4005,158167,399526,45045,31929
"Saturday, November 28, 2020",25934,244993,155026,322774,1196883,225281,112581,21308,34660,985297,418928,17784,225783,99660,712918,332009,155162,174181,232184,225449,194448,11508,378143,304023,295932,149940,60845,357774,78656,124314,18776,329553,93981,147668,634507,414432,193814,72506,351667,48325,216129,79099,363461,1164733,192217,233600,4033,160634,404998,45845,31929
"Sunday, November 29, 2020",25934,247229,156247,325995,1207503,228770,112581,21448,35252,992660,420593,17840,227795,100288,720096,336311,155162,176915,232184,227948,196447,11757,378143,312969,299760,151785,61798,360507,78656,125434,18776,334114,95412,148808,641230,414432,195545,74119,357195,48325,216129,79898,366518,1171079,193815,235918,4100,162700,409054,46996,32478
"Monday, November 30, 2020",25934,249523,157359,326817,1228026,232904,117295,21552,35680,999319,422121,17925,228978,101697,726285,341970,159904,179041,232414,229151,198370,11982,388941,318763,302690,153270,62198,364505,78656,127362,20994,337304,97093,150382,648049,421063,197743,75431,361478,48325,217487,80464,374491,1181490,195802,237813,4172,164975,411730,47841,33305
"Tuesday, December 1, 2020",25934,252900,159309,337139,1245662,237309,118754,21685,36345,1008166,424927,17968,230902,103302,738826,347381,160293,183164,241334,231996,201135,12208,395453,322312,305370,154411,63204,368701,80135,127362,21766,341910,99419,153040,655334,430093,199478,76654,367140,48325,218912,80912,380180,1197027,198354,240043,4239,167214,416365,48819,33805
"Wednesday, December 2, 2020",25934,256828,161521,340979,1265426,241172,121426,21842,36703,1018160,428980,18044,233866,104732,748584,354006,164902,186764,241334,236630,203355,12552,402879,327477,309367,156868,64339,374190,81111,131480,22332,346206,100963,155107,664307,437928,202341,78160,375431,54126,220835,82203,384285,1214657,202288,242456,4461,170339,420930,49905,34507
"Thursday, December 3, 2020",25934,260359,164310,346421,1286191,247209,126177,22164,37456,1029030,433351,18186,236792,106450,759543,362466,165287,190601,244078,243107,205399,12843,410519,333626,313421,159035,65121,377071,81948,133647,22925,350999,102862,157539,674162,446849,204048,79293,386831,54126,223063,83347,388252,1228617,206293,244482,4642,172437,426534,52171,35078
"Friday, December 4, 2020",25934,264199,167135,352101,1307945,252222,127715,22480,38416,1039106,438295,18290,239691,108361,770069,370375,171375,194185,247169,248299,209191,12843,420268,338973,318422,161516,66435,382680,81948,135254,23690,356662,104935,160384,685433,456963,208875,81437,398478,54126,226013,84395,392608,1243263,209348,247352,4763,174231,432207,52171,35737
"Saturday, December 5, 2020",34773,267589,169380,358900,1328944,257343,127715,22872,39115,1048899,442012,18423,242062,109707,779942,378072,171375,198064,247169,253657,212384,13126,426576,345281,318422,163458,67066,388552,82498,137484,24138,361986,106856,163523,696194,467432,213244,83240,411161,54126,229235,85304,397522,1254738,212869,251087,4894,175793,437918,53572,35737
"Sunday, December 6, 2020",35529,269877,170923,364276,1349939,260565,127715,22872,39912,1056891,443817,18527,243930,109707,787554,384673,171461,200630,251107,258404,215027,13348,426576,350862,318422,164931,67872,394984,82974,137484,24771,368016,108088,166013,705896,475024,216483,84495,419718,54126,232099,85990,400594,1263932,215515,254949,5015,177447,441067,54997,36317
"Monday, December 7, 2020",36003,272228,172042,365843,1383530,264601,135844,23319,40711,1064035,448671,18608,244844,111892,796245,390329,176725,202592,252132,260867,217329,13775,436400,356151,328203,166194,68586,400030,83323,140027,25816,371579,109947,168329,713198,484297,218382,85788,426040,54126,234652,86499,408730,1273021,217722,258713,5080,184403,443389,54997,36985
