Date,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
"Tuesday, December 8, 2020",36560,276665,174325,378157,1417298,268571,138258,23589,41464,1073770,452361,18661,246237,113905,804154,395730,177182,205668,254550,264197,219961,13775,443076,359200,330842,167926,69342,404032,83817,141466,26623,377055,109947,170962,722533,510018,220686,87129,436170,54126,236954,87041,414749,1288677,220093,262609,5180,187327,448009,57060,37475
"Wednesday, December 9, 2020",37141,280187,176652,382601,1450632,272345,140548,23854,42393,1083361,456112,18741,248782,116203,812411,401500,182853,209136,258914,269498,222653,14454,448418,363708,334702,170672,70119,410527,86146,142780,27592,381486,112950,173689,733133,520112,222992,88287,444857,62870,239444,88023,422962,1299535,222681,267100,5285,189862,452180,58462,37883
"Thursday, December 10, 2020",37761,284922,178854,387529,1481179,276992,142979,24098,43036,1094697,462174,18864,251026,118028,823512,408036,183125,213450,261317,274197,225855,14861,454720,367209,334702,172955,70866,416083,86707,144629,28273,386606,114731,175870,743311,531850,225453,89832,456640,62870,241686,88726,428973,1312795,226043,271037,5413,192413,456889,59693,38223
"Friday, December 11, 2020",38381,288775,181624,394512,1520319,281669,146761,24357,43818,1106396,466904,18951,253069,119609,832932,415241,188354,217119,264185,279621,228471,15206,460343,370968,342347,175282,71834,423622,87214,145717,29460,390256,116565,177373,753906,542209,229353,91420,470034,62870,245226,89672,436262,1324806,228242,274437,5541,195554,461367,60636,38785
"Saturday, December 12, 2020",38896,288775,184252,402589,1546815,285632,146761,24643,44876,1116973,471734,18951,255009,120632,841669,422648,188399,220656,264185,284589,232009,15620,465149,375398,345041,177947,72588,429776,87590,146531,30244,396496,118358,181017,765035,553461,233336,91420,481118,62870,248798,90406,442953,1338595,231946,278610,5626,199734,465991,62151,38906
"Sunday, December 13, 2020",39529,288775,185702,409264,1568882,288192,146761,24874,45460,1125931,476043,18951,256248,121176,848884,428554,188413,223047,268600,289266,234647,15923,465149,378823,347602,179320,73274,436595,87870,147672,30956,400650,119800,183794,775229,562727,237663,91420,491735,62870,252206,91037,454305,1345231,234029,281903,5753,202061,468956,63217,39359
"Monday, December 14, 2020",39949,297887,187057,419931,1612267,291102,153992,25038,46457,1134376,479331,18951,256902,122217,856098,433520,193068,224825,269643,292838,236961,16349,472635,381838,350364,181095,73273,441361,88066,148166,31875,405448,121299,186255,784273,570602,239765,91420,499647,62870,254776,91353,464624,1354148,235953,285132,5857,203795,471275,64393,39774
"Tuesday, December 15, 2020",40224,301533,189198,424382,1644793,293374,155462,25339,47142,1143794,484151,18951,258253,124019,863454,437792,193353,227765,272268,296558,239362,16760,478171,384164,353037,183300,74039,446601,88391,149689,32545,409414,122557,188486,794626,579353,241991,96092,509320,62870,257319,91698,472875,1370399,237916,288308,5923,205069,475340,65707,40064
"Wednesday, December 16, 2020",40821,305640,191504,429219,1693715,296716,157781,25602,47929,1155335,488338,18951,260227,125452,870576,444011,197734,230574,275543,302008,241767,17311,482815,386411,356603,185643,74644,451874,88685,149688,33433,415075,124357,190796,804624,584766,245229,97622,519369,71054,260119,92603,484285,1384736,240804,292236,6009,205069,478162,66849,40310
"Thursday, December 17, 2020",41200,310335,194540,435036,1748002,300409,160102,25830,48768,1168483,494163,18951,262206,126821,879403,450353,197927,234021,279318,306993,243984,17901,487254,389171,360329,187904,75473,456727,89061,150929,34264,419330,126045,192948,815538,596178,248204,98984,529335,71054,262774,93197,493230,1402371,244018,299388,6149,205113,482443,66849,40593
"Friday, December 18, 2020",41685,315683,197421,442671,1802236,304072,162782,26104,49109,1181483,500255,18951,264107,128099,886780,456307,203415,237185,282434,312625,246553,18337,491637,391889,363114,190411,75948,466076,89556,153559,34960,423226,127500,195597,828235,605862,251760,100308,538655,71054,267076,93772,503651,1404913,246649,302972,6243,205113,486364,66849,41358
"Saturday, December 19, 2020",42010,319904,200113,448231,1836309,306598,162782,26342,50136,1193165,504497,18951,264707,129066,894341,461045,203421,240561,282426,316620,248754,18738,496053,394634,365186,192111,76611,472268,89786,154228,35609,427417,128930,198099,838154,614429,255868,100308,548455,71054,270537,94335,503651,1405657,249123,302971,6343,222600,490679,71214,41488
"Sunday, December 20, 2020",42191,322451,201650,453597,1863310,308890,162782,26601,50616,1201566,509586,18951,267144,129960,900345,467537,203443,242315,286129,320465,250808,18946,496053,397319,368316,194333,77073,479166,90031,155193,36542,432592,129992,198099,848111,622806,260836,100307,555648,71054,273406,94725,519687,1406999,251138,306848,6443,222600,492724,72342,41662
"Monday, December 21, 2020",42340,324832,203107,453597,1918520,311036,167377,26740,51044,1212581,512680,18951,267744,130879,905044,471403,203443,244260,287261,327981,253073,19285,501095,399304,370439,195500,77313,484424,90116,155915,36542,435763,130807,202064,857118,629354,263432,103754,563588,71054,275733,95509,529574,1591936,251138,310886,6533,226632,494353,73337,42117
"Tuesday, December 22, 2020",42778,329811,205048,453597,1952929,313550,168960,26900,51642,1223015,518893,18951,269020,132594,911282,475076,203443,247293,290959,330056,255397,19743,504581,401006,370439,197691,77927,490033,90453,157121,36542,440366,132075,203140,866834,637032,265620,105072,571551,71054,278055,95509,533978,1613078,251138,314479,6608,227887,497379,73337,42379
"Wednesday, December 23, 2020",43135,334569,207941,453597,1996743,316499,170705,27226,52181,1234399,524055,18951,271019,132594,918044,479755,203443,250280,293930,330056,257862,20491,508449,402519,376811,200325,78493,490033,90721,158463,36542,445138,133242,206078,878771,644821,269276,105970,581026,77097,282230,95509,541238,1656580,251138,319131,6680,230189,500443,75936,42664
"Thursday, December 24, 2020",43401,338801,211145,453597,2032896,319527,172743,27436,53017,1247546,531953,18951,272444,135234,925085,485959,203443,250280,296495,330086,260728,21226,508449,404403,378887,202651,78896,490033,90948,159151,36542,449842,135166,208264,891339,653650,272553,106821,590386,77097,285028,95509,546497,1672378,251138,323915,6780,233094,503706,77239,42664
"Friday, December 25, 2020",43401,342424,213267,453597,2042311,322186,172743,27436,53658,1247546,537076,18951,273917,132594,930798,491402,203443,250280,296498,330056,263160,21547,508449,404403,376811,204178,78896,490033,91222,159952,36542,454902,136622,208264,903785,653650,272553,106821,597560,77097,285028,95509,546497,1657857,251138,327993,6780,230189,505345,75936,42664
"Saturday, December 26, 2020",43756,343456,213969,453597,2072685,323616,172743,27710,54472,1264588,540753,18951,274313,132594,934117,495238,203443,255540,296498,330056,265440,21547,516326,406545,376811,205023,79390,490033,91333,160122,36542,458901,137226,211666,914591,664668,276508,106821,605040,77097,288892,95509,560899,1660481,251138,329576,6965,230189,527019,80177,43137
"Sunday, December 27, 2020",44043,345628,214877,453597,2122823,325018,172743,28202,55045,1271979,543707,18951,274933,136217,937884,497069,203443,257062,299722,330056,267198,21880,516326,409061,376811,206388,79779,490033,91443,160753,36542,461221,137968,212238,922214,670525,279139,106821,610013,77097,296179,95509,564080,1673943,251138,333574,7029,230189,508580,80177,43200
"Monday, December 28, 2020",44164,347894,216528,504423,2155995,326666,181200,28342,55488,1280177,546857,18951,275473,137011,942334,499519,218875,258516,300539,324842,269183,22319,519872,410137,365186,208089,79997,520716,91533,161616,41670,463965,138659,213634,932621,675044,282587,110545,613761,77097,298050,98352,567792,1684372,266679,336173,7120,222600,510137,71215,43704
"Tuesday, December 29, 2020",44344,351804,219246,507222,2187242,328408,181967,28535,56189,1292252,552712,18951,276948,138524,947978,503519,218995,261492,304485,328501,271061,22319,523838,411110,365186,210032,80426,522266,91828,162542,42697,513713,139875,214364,944059,682570,283781,111227,622349,77097,300602,98018,572589,1718069,269381,340297,7202,222600,513056,71215,43923
"Wednesday, December 30, 2020",44723,356820,222430,512489,2218163,330859,183663,28758,56596,1306123,558177,18951,278600,139864,955352,508256,225274,265262,311229,334636,273689,23499,528588,413107,365186,213055,81298,530741,91828,164044,43242,519615,141185,216077,957481,690748,287030,112260,631333,81951,303475,98568,580809,1738756,272187,344344,7276,238672,516226,90284,44133
"Thursday, December 31, 2020",45213,361226,225138,520207,2245391,334082,185708,28983,57456,1323315,566675,18951,280303,141074,963361,514732,225353,265262,315264,341523,276662,24197,528588,415302,365186,215811,81553,537414,91828,165546,44028,525438,142863,220512,974283,700380,290936,113909,640305,81951,307507,99010,586802,1756126,276732,349568,7412,246752,520437,71215,44409
"Friday, January 1, 2021",45212,365747,229442,530267,2292589,337161,185708,29252,58064,1323315,575395,18951,282434,141074,963361,521027,230179,265262,315264,341523,280219,24902,528588,415302,397299,218386,81553,537414,92767,166457,44028,531861,144141,222756,990780,700380,290936,113909,648026,81951,307507,99010,586802,1772447,276833,354761,7412,246752,522523,71215,44409
"Saturday, January 2, 2021",46009,369458,231442,539150,2345930,339171,190120,29509,58873,1354833,581999,18951,283142,142197,975322,526342,230179,273971,315264,350065,283171,25560,538121,417832,399456,220277,81936,558437,92889,166998,45184,537865,145379,224581,1005854,714673,296055,113909,657227,81951,312718,99828,604132,1780882,282094,358754,7689,246752,523652,71215,44573
"Sunday, January 3, 2021",46298,371934,233475,556384,2391282,341248,190120,29764,59484,1365435,587076,18951,284264,142507,979791,529331,230184,276824,321046,353165,285319,25937,538121,420544,401761,222061,82364,564924,93039,167735,46450,542042,146393,227259,1017222,721481,304072,113909,661795,81951,321669,100532,608292,1795467,283893,363744,7793,255248,526245,91057,44875
"Monday, January 4, 2021",46557,374094,234781,561542,2420915,343433,194636,29904,60333,1376690,591104,18951,284866,143305,984852,532948,234160,279143,322180,357523,287802,26530,543611,423686,402956,223677,82647,570108,93236,168320,47328,545105,147315,227259,1028431,727423,306771,118453,665097,81951,325472,100641,612250,1812463,286373,367486,7873,256433,527871,91057,45256
"Tuesday, January 5, 2021",46737,379593,238888,567474,2452355,346891,196968,30166,61100,1392123,597204,22168,286679,144839,991690,536360,234289,280836,326646,379633,289758,27055,546642,425260,405589,225444,83378,575396,93494,169768,47992,551371,148499,228640,1041097,735003,308268,119488,673915,81951,328073,101075,617649,1845225,288965,371913,8038,258763,531890,93157,45569
"Wednesday, January 6, 2021",47071,384184,242593,574680,2482247,349450,199454,30482,61729,1409906,602796,22310,289464,146106,999260,542509,239745,286541,333524,386052,292904,27590,551498,427586,408443,228235,84052,582348,93832,171197,48838,557219,149984,232969,1057745,742817,311573,120223,683389,88677,333235,101683,625237,1869260,292872,377300,8158,263997,535999,93157,45890
"Thursday, January 7, 2021",47393,389230,245916,584593,2518632,352922,202758,30750,62949,1429722,609865,22660,291394,147172,1008016,549788,239859,291430,338054,393188,295874,28378,555686,429569,412426,228235,84741,592746,94156,172326,49261,564750,151819,236331,1075381,753068,315354,121085,693087,88677,338112,102131,634237,1892911,297514,382678,8403,263997,540508,95958,46168
"Friday, January 8, 2021",47787,394287,248860,596251,2568662,356110,205994,31107,63503,1449252,620247,22895,293452,148258,1017292,555886,245167,296167,341425,400823,299606,28992,559655,431944,416758,233665,85530,602774,94438,173329,50152,579119,153456,239160,1094213,762603,320586,122848,703265,88677,344176,102580,640606,1893990,301173,387917,8619,263997,544618,97843,46647
"Saturday, January 9, 2021",48090,399150,251746,607345,2621298,358947,205994,31457,64475,1464697,629204,23143,295111,149235,1024007,561850,245201,300397,341431,407933,303364,29270,562553,434413,420583,236868,86102,614355,94551,174328,50152,579119,154954,241761,1111156,770977,324875,122848,713310,88677,350084,102901,646450,1939814,303834,393715,8790,263997,548134,97843,46719
"Sunday, January 10, 2021",48336,401900,255076,618546,2670983,361147,205994,31791,65273,1477010,636366,23341,296441,149667,1028718,566941,245190,303620,346829,413329,306674,29582,562553,436572,423327,239082,86324,623188,94551,174733,51600,584765,156157,244002,1126511,777065,331362,122848,720816,88677,354525,103318,653869,1957336,306100,398856,8967,263997,550260,97843,46832
"Monday, January 11, 2021",48509,403997,256344,627541,2710822,362824,213358,31993,65827,1488586,642696,23513,296866,150239,1033494,570626,250346,305685,348234,413329,309686,30298,567682,437551,424980,240309,86653,629124,94551,175379,52307,590099,157087,245642,1140225,784957,335247,126608,726066,88677,357654,103499,657396,1970661,307551,403373,9078,271595,551942,97843,47395
"Tuesday, January 12, 2021",48509,407840,259553,636100,2747309,364335,217047,32423,66446,1503482,648690,23627,296866,151273,1040135,573776,250476,308662,352933,422474,312351,31127,570150,438866,427099,241957,87077,635966,94960,176383,53148,594686,157974,245642,1155439,792938,337456,127781,733356,88677,359357,103741,660874,1997310,309764,407924,9247,271595,555197,97843,48072
"Wednesday, January 13, 2021",48913,410985,262020,641729,2781059,366770,220576,32600,67173,1517472,654356,23733,300279,151273,1045997,577424,250476,313271,355832,427752,314867,31932,573275,440354,429152,243899,87653,641073,95135,177886,54125,602566,159119,248225,1170016,799639,341364,129110,741384,96230,365378,104193,665498,2020920,314817,412545,9368,271595,558020,97843,48289
"Thursday, January 14, 2021",49239,414576,264511,649040,2816987,369175,221544,32820,68065,1531192,660720,24500,301442,153357,1052648,581805,255008,317335,361144,433297,317815,32757,576573,441935,431926,245847,88110,650926,95377,178801,54778,609663,160543,251447,1183677,807293,344506,130247,748551,96230,371180,104511,670482,2045893,317638,417833,9572,283777,561160,105104,48701
"Friday, January 15, 2021",49531,417528,267635,658186,2859629,371457,223422,33140,68727,1548067,668065,24091,302788,154470,1059287,586477,258934,321249,364842,438371,320739,33196,579563,443562,434188,248189,88635,659840,95598,179581,55500,616032,161805,251447,1203619,814442,348044,131259,754611,96230,375967,104935,676039,2074138,320128,422621,9734,283777,563866,105104,48908
"Saturday, January 16, 2021",49711,420681,270178,666901,2899108,373480,223422,33537,69372,1560186,674993,24245,304121,155276,1064629,590364,258955,324324,364842,444028,324031,33534,581785,445047,436199,250869,89056,667826,95712,179581,55945,622031,162893,255331,1219617,821506,351665,131259,761777,96230,382422,105276,680847,2098699,322254,429390,9913,283777,566274,105104,49068
"Sunday, January 17, 2021",49987,422598,271154,673882,2942495,374981,223422,33851,70294,1571279,680374,24368,304852,155554,1068791,593532,259008,326673,368945,448311,326445,33852,581785,446379,437549,252475,89391,678570,95860,180668,56864,627166,163637,256799,1233459,826754,354976,131259,761777,96230,388184,105541,685321,2115998,323896,439303,10057,283777,568164,105104,49363
"Monday, January 18, 2021",50134,424027,272262,679282,2973194,376171,230125,34033,70910,1579281,684751,24488,304852,155554,1072177,596030,262325,328656,369944,451535,328214,34245,585128,447348,438835,253932,89574,678570,95931,180873,56864,631020,164262,256799,1245644,831066,356811,131259,771806,96230,391464,105655,687751,2126625,324977,446533,10220,289930,569333,109809,49708
"Tuesday, January 19, 2021",50264,426543,273594,685699,2996989,377853,232219,34259,71311,1585786,684743,24546,305309,156778,1076389,598765,262477,330902,371676,454102,330186,34948,585128,448267,440195,255125,89862,684497,96069,180876,58709,635648,164954,259183,1258156,836055,358372,134468,777186,96230,394318,105759,689808,2138485,326326,451069,10321,291988,571266,109809,49922
"Wednesday, January 20, 2021",50416,429655,276114,690544,3019390,379222,234134,34403,71775,1601011,695388,24620,307568,157588,1081318,601651,266079,334319,374578,458089,332353,35621,589868,449492,441786,256827,90255,690911,96222,183134,59437,641088,165835,259183,1271520,842433,360357,135142,783170,101986,399843,106035,694291,2166915,328477,455594,10471,291968,573119,111677,50124
"Thursday, January 21, 2021",50618,432536,279220,699942,3039064,381207,235796,34612,72523,1613884,701290,24739,309277,158200,1086297,605275,266307,338021,378310,462910,334519,36261,592380,450760,443829,259117,90648,698099,96370,183958,60294,646137,166822,261517,1285406,849704,363046,135974,794160,101986,404492,106371,697782,2191076,330549,459584,10580,296087,575688,112611,50424
"Friday, January 22, 2021",50874,436087,281382,708041,3061983,383007,237815,34905,73233,1627603,707731,24870,310596,158798,1093337,608769,269530,340779,380251,467845,336915,36588,594919,452265,445607,261167,91048,705535,96567,184875,60951,650339,167730,263330,1300550,853982,365992,136840,794160,101986,409188,106686,701847,2213334,333192,463738,10759,298249,577991,113602,50583
"Saturday, January 23, 2021",51115,439442,282994,715357,3084706,384954,237815,35077,73915,1639914,714303,25003,311964,159320,1098486,611871,269558,344055,380251,472175,339307,36776,596746,453807,447396,263023,91410,712716,96720,185453,61576,657483,168579,264824,1314336,859841,370149,136840,799957,101986,413789,106934,705869,2230366,334934,468624,10908,300197,580003,114740,50583
"Sunday, January 24, 2021",51276,441170,284062,722574,3109169,386282,237815,35301,74575,1649449,718522,25154,312807,159506,1101773,614391,269558,346490,383849,475925,341452,37036,596746,454989,449535,264219,91651,718812,96817,185747,62337,662760,169205,265996,1327056,864322,373089,136840,803930,101986,418325,107120,708707,2240669,336451,472406,11032,300197,581377,115284,50898
"Monday, January 25, 2021",51354,443009,284702,727888,3136177,387455,243632,35505,75191,1658169,722055,25275,313261,160033,1104725,616580,272101,347831,385942,479402,343138,37695,600093,455782,449535,265146,91808,723445,96874,186388,62768,666902,169696,265996,1339059,868655,374852,138588,807846,101986,421417,107170,710425,2248623,337300,478571,11165,302140,582477,115800,51062
"Tuesday, January 26, 2021",51817,445908,287187,732643,3153205,388618,244899,35700,75490,1667763,727750,25339,314061,160592,1108387,618307,272225,350497,388558,481617,344620,38154,602148,456488,449535,266598,92157,727412,97006,186738,63172,671675,170296,267929,1350123,872918,376424,139356,812495,101986,423667,107374,712404,2273745,338757,483306,11285,303481,584041,116935,51152
"Wednesday, January 27, 2021",51985,449086,288964,738561,3169934,390257,247339,35865,75832,1676171,731826,25442,315168,161211,1112143,620545,275190,352900,392416,484639,346559,38440,604233,457317,449535,268672,92530,733009,97160,187411,63563,676488,171047,268945,1361151,878284,379110,140064,818369,106914,427231,107604,715806,2293900,340717,488539,11379,305288,585600,116935,51368
"Thursday, January 28, 2021",52186,452730,290856,743232,3186629,391696,248765,36132,76495,1687594,737205,25541,316429,161719,1116334,623364,275408,355864,394909,488861,348749,38801,606488,458633,449535,270476,92920,739500,97305,188215,64258,681237,171719,268945,1374549,883715,381430,140784,824405,106914,431169,107793,717583,2312563,342492,493665,11523,307730,587580,116935,51430
"Friday, January 29, 2021",52369,455582,292563,748260,3205967,393417,250023,36414,76935,1698570,741991,25656,317381,162354,1120489,626000,277479,358473,397276,491642,350629,39156,608627,459746,456529,272662,93245,746459,97458,188215,64838,687224,172798,271328,1387128,888590,384217,141731,833936,106914,435633,107953,717583,2331127,344005,497898,11657,309669,589384,119454,51690
"Saturday, January 30, 2021",52500,455582,294387,753379,3224395,395016,250023,36662,77551,1713589,746867,25771,318446,162683,1123839,628339,277495,361124,397276,495599,352726,39314,610138,460819,457779,274190,93762,752627,97562,189186,65362,692497,173539,272386,1399932,892781,386590,141731,839239,106914,439785,108068,724742,2351383,345479,502221,11831,311597,590997,120313,51704
"Sunday, January 31, 2021",52628,459639,295268,758404,3243369,396179,250023,36872,78071,1721377,749867,25853,319203,162683,1126267,630063,277495,362890,400626,498145,354473,39534,610138,461807,458819,275001,93949,757632,97628,189328,65695,696782,174064,273334,1410725,895792,389472,141731,843224,106914,443386,108249,727861,2364098,346624,504779,11965,311597,592140,120994,51907
"Monday, February 1, 2021",52696,460860,296494,762145,3258706,397063,253954,37008,78495,1727107,752448,25943,319495,162683,1128579,631772,279476,364507,401591,500415,355636,39953,612710,462528,459597,275706,94070,761302,97681,189564,66058,700294,174550,274153,1419164,899079,390868,143375,846078,106914,445916,108310,729187,2394819,347260,507640,12083,313335,592921,121425,52049
"Tuesday, February 2, 2021",52804,462918,298004,765083,3270770,397998,256522,37138,78696,1737640,755412,26007,320339,163656,1130883,633313,279623,366938,404194,502378,356541,40228,614143,463132,460487,276531,94384,764228,97798,190051,66058,703450,174982,274153,1427379,902736,392164,143980,850488,106914,447904,108426,731360,2416750,348460,510380,12196,314692,594217,121935,52128
"Wednesday, February 3, 2021",52985,465056,300430,767368,3281271,399267,257004,37199,78986,1744619,759228,26081,321536,164160,1134198,634740,279623,369519,406235,502378,357483,40532,615860,463766,461720,277322,94810,776318,97936,190644,66717,705760,175652,275713,1433304,906727,394283,144607,853616,110931,450794,108639,733216,2434122,350029,513339,12329,316294,595756,122470,52288
"Thursday, February 4, 2021",53143,467823,302899,771796,3294447,399267,257941,37365,79225,1752330,763077,26187,322513,164565,1137526,637100,281809,372012,408995,507166,359037,40799,617745,465176,463119,278532,95111,781802,98034,191148,67117,709051,176211,276594,1440718,910847,397065,145322,856986,110931,453878,108639,736370,2449253,350029,516398,12503,317878,597475,123044,52468
"Friday, February 5, 2021",53304,469319,304723,775622,3308468,402714,259372,37634,79548,1763873,766604,26286,323317,164969,1141186,638584,284258,374268,409861,510125,360584,40799,619499,466224,464444,279742,95458,787349,98095,191668,67607,713281,176793,277482,1449495,914530,399727,146140,861674,110931,459974,108639,739031,2464610,352503,521467,12612,319371,598902,123641,52576
"Saturday, February 6, 2021",53307,471312,306064,779093,3320862,404256,259372,37877,79833,1771360,769826,26393,323872,165209,1144248,641403,284280,376262,409861,513525,362084,41065,620685,467217,465448,280778,95718,791521,98133,192020,68066,717790,177214,277482,1449495,918079,401780,146140,865607,110931,462988,109130,742213,2477462,353732,526179,12766,320146,600018,124190,52620
"Sunday, February 7, 2021",53307,472432,306738,780637,3335926,405290,259372,38035,80594,1777983,772979,26468,324408,165209,1146310,643135,284280,377791,411823,516530,363650,41219,620685,468120,466218,281678,95795,796176,98178,192323,68409,722119,177557,279015,1470772,920217,403954,146140,870321,110931,466373,109228,744600,2485090,354642,529125,12900,320146,600782,124709,52645
"Monday, February 8, 2021",53707,473365,307374,782888,3346340,406282,263739,38136,80931,1783720,775468,26531,324672,165658,1148060,644168,285810,378795,413001,517806,364553,41419,622744,468685,466664,282313,95914,799279,98206,192430,68520,724679,177868,279015,1479220,922143,404994,147421,870321,110931,468403,109282,745803,2491077,355137,530827,13046,323214,601395,125103,52784
"Tuesday, February 9, 2021",53823,474678,308849,787268,3354591,407217,264608,38281,81210,1790746,778049,26531,325379,166109,1150136,645308,285862,381121,414364,519125,365529,41636,623736,469261,467318,282969,96289,802069,98226,192758,68918,728257,178281,279561,1487086,925239,406064,147934,876913,110931,470311,109405,747619,2505729,356064,534157,13106,324033,602257,125521,52843
"Wednesday, February 10, 2021",54003,476068,309942,789252,3363000,407974,265496,38348,81461,1798282,780498,26584,326414,166553,1152958,646746,287731,383034,414730,521045,366666,41889,624970,469911,468195,283754,96596,805902,98282,193239,69290,732626,178790,280102,1494187,928631,407726,148477,880291,113907,473140,109579,751271,2518101,357401,537342,13142,324816,603257,125952,52908
"Thursday, February 11, 2021",54143,477624,311072,791124,3371563,409697,266499,38533,81875,1806805,783831,26675,327257,166874,1155802,648454,287818,384905,417426,523258,367865,42064,626478,470806,469226,284664,96843,810466,98387,193604,69673,736281,179324,281338,1504286,931437,409402,149084,884269,113907,476287,109858,752644,2530317,358532,541040,13273,326161,604683,126422,53010
"Friday, February 12, 2021",54288,478716,311639,793533,3381616,411784,267337,38670,82263,1814423,786281,26743,327994,167225,1155802,649880,289067,386340,418604,525486,368977,42265,628017,471851,470111,285648,97063,814605,98487,194072,70119,740016,179724,281969,1512690,934742,410819,149579,888256,113907,480157,110064,754754,2542687,359661,544250,13415,327167,605785,126891,53104
"Saturday, February 13, 2021",54289,479885,312594,795325,3391037,412995,267337,38796,82672,1821938,789071,26810,328640,167484,1160486,651111,289067,387100,418604,527435,370136,42425,628970,472795,470757,286343,97297,818724,98487,195305,70535,743774,180289,282779,1521453,937541,412279,149579,892344,113907,483140,110202,756402,2554046,360610,547457,13562,328047,606652,127285,53104
"Sunday, February 14, 2021",54290,480946,313061,797270,3399878,413851,267337,38918,83003,1827373,790784,26856,329099,167484,1162120,652329,289067,388808,419902,529255,370983,42530,628970,473570,471245,287437,97407,821902,98487,195514,70827,745941,180571,282779,1529769,939350,413544,149579,894917,113907,487293,110313,757696,2560299,361294,550016,13677,328047,607215,127587,53168
"Monday, February 15, 2021",54290,481617,313386,798609,3406365,414384,270242,39001,83239,1830988,792515,26889,329309,167484,1163545,653106,290350,389533,420451,530735,371705,42677,630416,474172,471667,287981,97541,824352,98487,195612,71048,747387,180761,283293,1536134,941265,414276,149579,896876,113907,489018,110373,758800,2564182,361859,551549,13862,328047,607640,127887,53168
"Tuesday, February 16, 2021",54737,482488,313561,799741,3412059,415050,270822,39131,83369,1837501,794352,26906,329812,167945,1164892,654009,290381,390767,420451,531702,372221,42773,631541,474627,472151,288714,97668,826351,98795,195731,71234,751023,181060,283950,1542887,943294,414781,150877,899240,113907,490453,110588,759741,2568109,362370,553336,13917,329746,608419,128124,53367
"Wednesday, February 17, 2021",54792,483178,314223,801056,3416151,416184,271356,39180,83581,1844640,796549,26935,330437,168353,1166687,654921,291669,391779,421096,533024,372980,42877,632784,475385,472746,289398,97903,829518,98912,196055,71965,755119,181332,283950,1548979,945111,415859,151259,902650,116351,492369,110682,760494,2571861,363284,555714,13996,330807,609194,128420,53461
"Thursday, February 18, 2021",55000,484367,314470,802199,3421720,417420,271903,39301,83852,1849744,798793,27000,331064,168639,1168659,655677,291758,392751,421917,534827,373966,43095,633983,476294,473464,289532,98109,833436,99044,196337,72399,758395,181739,283950,1555773,947391,416477,151715,906000,116351,495044,110869,761485,2574926,364432,558010,14149,332007,610058,128780,53542
"Friday, February 19, 2021",55184,485215,314740,804117,3428548,418699,273101,39461,84181,1856428,800970,27048,331626,168954,1170877,656715,293692,394694,422363,536506,374974,43229,635457,477287,474030,289892,98382,836660,99044,196728,72767,761454,182051,285205,1564483,949710,417348,152192,908780,116351,497937,111017,762831,2577815,365286,560188,14251,332905,610975,129084,53691
"Saturday, February 20, 2021",55186,485989,315255,806158,3435223,419818,273101,39553,84531,1863707,803358,27071,332185,169150,1172832,658118,293692,396027,422363,538328,375737,43369,636277,478158,474596,290242,98651,840096,99236,197038,72767,764330,182476,285568,1572175,952329,418325,152192,911593,116351,501277,111165,764146,2586569,366050,562102,14359,333795,611791,129381,53691
"Sunday, February 21, 2021",55186,486766,315539,807968,3441964,420622,273101,39648,84732,1868772,804823,27089,332575,169150,1174416,659015,293692,397004,424208,539644,376355,43498,636277,479037,475003,290645,98786,842654,99289,197238,73413,766138,182791,285869,1578785,953777,419354,152192,913501,116351,504149,111304,765266,2592286,366735,564339,14493,333795,612243,129631,53802
"Monday, February 22, 2021",55485,487439,315782,807968,3446628,421302,275334,39755,84732,1872924,806135,27223,332771,169584,1175665,659827,294484,397535,424702,540794,376966,43595,637936,479591,475350,290874,98819,844772,99323,197331,73665,769064,183024,285869,1584931,955378,419853,153136,915020,116351,505589,111334,766214,2595377,367073,565473,14608,334964,612714,129865,53905
"Tuesday, February 23, 2021",55538,488842,316612,811968,3450075,422400,276691,39755,84732,1878534,808426,27223,333386,169584,1177326,660502,294484,399023,426076,541908,377628,43737,639722,480093,475796,291222,99043,846308,99424,197679,73665,772214,183336,286426,1591585,958153,420213,153647,915020,116351,506912,111334,767411,2607179,367789,567224,14691,335695,613424,130151,53947
"Wednesday, February 24, 2021",55710,490138,317410,811968,3455375,423562,278184,39755,84732,1885661,810479,27320,334105,169867,1179345,661512,295536,400314,426951,543696,378490,43901,641274,480845,476362,291892,99245,849643,99539,198062,74258,775330,183781,286932,1597774,960007,421015,154065,920634,118421,509044,111808,769029,2614730,367789,569182,14768,336566,614265,130406,53990
"Thursday, February 25, 2021",55847,491116,318135,814528,3460338,424683,279159,40122,84732,1892301,812615,27358,334760,170597,1181227,662602,295536,401571,427713,545624,379466,44118,642872,481832,477088,292811,99448,852989,99630,198452,74568,778912,184080,287495,1606520,962405,422157,154565,922992,118421,511546,111972,770994,2622173,369433,571232,14840,337655,615226,130825,54202
