statefips,year,month,number_schools,share_all_closed_50,share_all_closed_25,share_all_closed_75,share_elem_closed_50,share_elem_closed_25,share_elem_closed_75,share_middlehigh_closed_50,share_middlehigh_closed_25,share_middlehigh_closed_75,mean_all_change,mean_elem_change,mean_middlehigh_change,total_students,state_abbrev,state_name
40,2020,3,1662,0.041013271,0.19963811,0.004221954,0.036055144,0.17815483,0.003181336,0.04429134,0.21161418,0.003937008,0.002962485,0.006888986,0.016319452,673691,OK,OKLAHOMA
41,2020,3,1202,0.05276382,0.28559464,0.00837521,0.046604529,0.27962717,0.005326232,0.069952302,0.29888713,0.014308427,-0.066524759,-0.069349349,-0.059903935,562544,OR,OREGON
42,2020,3,2753,0.053590957,0.32628509,0.006197594,0.053699285,0.32637233,0.005369928,0.050847456,0.34039548,0.005649718,-0.11607587,-0.10599311,-0.13381356,1621012,PA,PENNSYLVANIA
44,2020,3,297,0.070707068,0.38383839,0.003367003,0.081967212,0.39344263,0.005464481,0.056910571,0.39024389,0,-0.12828688,-0.13229524,-0.13438648,140318,RI,RHODE ISLAND
45,2020,3,1203,0.034309622,0.18995816,0.007531381,0.028885832,0.19944979,0.008253095,0.039927404,0.18874773,0.003629764,-0.039044201,-0.040379606,-0.039011978,767579,SC,SOUTH CAROLINA
46,2020,3,589,0.068904594,0.25795054,0.007067138,0.052238807,0.24253732,0.01119403,0.087193459,0.29155314,0.008174387,0.042764649,0.022644529,0.044284932,131347,SD,SOUTH DAKOTA
47,2020,3,1737,0.071057193,0.27498555,0.001733102,0.053333335,0.23999999,0.001904762,0.081611574,0.2964876,0.001033058,-0.05368657,-0.023650549,-0.069875687,1000704,TN,TENNESSEE
48,2020,3,8183,0.071402282,0.38265243,0.00736106,0.061279602,0.36663896,0.006231824,0.091356106,0.40579709,0.010610766,-0.1436695,-0.13759825,-0.15105958,5191224,TX,TEXAS
49,2020,3,933,0.053705692,0.31256714,0.005370569,0.043478262,0.25925925,0.003220612,0.071065992,0.40862945,0.007614213,-0.079292595,-0.042859718,-0.15195313,637246,UT,UTAH
50,2020,3,282,0.14642857,0.47142857,0.021428572,0.13580246,0.43827161,0.024691358,0.18446602,0.48543689,0.019417476,-0.18312596,-0.15347983,-0.22284162,76813,VT,VERMONT
51,2020,3,1868,0.03916309,0.31276825,0.005364807,0.030946065,0.29885057,0.00265252,0.043941412,0.33288947,0.009320905,-0.10487305,-0.084082164,-0.12908226,1255236,VA,VIRGINIA
53,2020,3,2129,0.1228153,0.49456778,0.01369863,0.092767298,0.456761,0.01336478,0.16003977,0.53280318,0.016898608,-0.21415076,-0.19038767,-0.23713475,1066614,WA,WASHINGTON
54,2020,3,640,0.037617553,0.22884013,0.007836991,0.035353534,0.20959596,0.012626262,0.034700315,0.23343849,0,0.004867974,0.032031346,0.011799418,256857,WV,WEST VIRGINIA
55,2020,3,2111,0.052857142,0.28999999,0.003333333,0.050806452,0.27903226,0.003225806,0.063694268,0.32302094,0.003639672,-0.064488582,-0.066094182,-0.076461524,850280,WI,WISCONSIN
56,2020,3,321,0.078616351,0.27044025,0.006289308,0.095744684,0.27659574,0.005319149,0.084337346,0.30120483,0.006024096,0.00237984,0.00790764,-0.024907785,92537,WY,WYOMING
1,2020,4,1383,0.85569251,0.95286441,0.49528643,0.7914573,0.93592966,0.36557788,0.90573251,0.96305734,0.6242038,-0.69417298,-0.63538349,-0.74461782,766083,AL,ALABAMA
2,2020,4,373,0.7912088,0.91208792,0.41758242,0.73461539,0.8923077,0.31538463,0.7478261,0.89130437,0.47391304,-0.63125825,-0.57905698,-0.621369,120452,AK,ALASKA
4,2020,4,1816,0.84696132,0.94530386,0.49337018,0.83305919,0.94572371,0.41365132,0.85726494,0.94188035,0.54615384,-0.69330895,-0.66551399,-0.70842689,1079266,AZ,ARIZONA
5,2020,4,1003,0.84515482,0.96003997,0.41758242,0.79667282,0.95748615,0.3068392,0.89563566,0.96204937,0.53320682,-0.66841042,-0.62474024,-0.71543562,466253,AR,ARKANSAS
6,2020,4,8825,0.91779423,0.9761228,0.573394,0.90889716,0.97602558,0.47096431,0.91754341,0.96892583,0.69855642,-0.74462461,-0.71002555,-0.77985787,5783621,CA,CALIFORNIA
8,2020,4,1763,0.91158015,0.97490019,0.57444382,0.90153569,0.97109306,0.45257452,0.91541135,0.97103131,0.73348784,-0.74231488,-0.70283455,-0.78573924,869142,CO,COLORADO
9,2020,4,1057,0.92836678,0.98089778,0.63323784,0.91570246,0.9801653,0.51735538,0.95198327,0.98538619,0.80375785,-0.76037848,-0.7247178,-0.80923104,500874,CT,CONNECTICUT
10,2020,4,204,0.93137252,0.98039216,0.627451,0.90076333,0.96946567,0.51908398,0.97938144,1,0.78350514,-0.76365179,-0.72236675,-0.82635063,131211,DE,DELAWARE
11,2020,4,189,0.95212764,0.98404253,0.55319148,0.94573641,0.98449612,0.51937985,0.969697,0.98989898,0.5959596,-0.74364674,-0.73223066,-0.77015203,74036,DC,DISTRICT OF COLUMBIA
12,2020,4,3768,0.91977614,0.97094882,0.6676439,0.91883683,0.97569442,0.59461808,0.91782945,0.9643411,0.76175714,-0.77153325,-0.74618328,-0.80243647,2799532,FL,FLORIDA
13,2020,4,2225,0.91580367,0.97163439,0.60558307,0.89416343,0.96887159,0.45836577,0.94268775,0.97826087,0.78952569,-0.74718451,-0.69526124,-0.81362766,1698397,GA,GEORGIA
15,2020,4,263,0.87832701,0.96958172,0.54372627,0.84699452,0.96174866,0.45355192,0.93396229,0.99056602,0.6981132,-0.73230124,-0.69669437,-0.79352123,174925,HI,HAWAII
16,2020,4,688,0.77679884,0.94713658,0.33773863,0.69950742,0.92364532,0.18472907,0.8442623,0.95628417,0.48633879,-0.63038266,-0.5619303,-0.68717927,294378,ID,IDAHO
17,2020,4,3890,0.86968839,0.97321659,0.47386041,0.83486974,0.96873748,0.33547094,0.89308757,0.97465438,0.57096773,-0.7019406,-0.65377951,-0.73603493,1970256,IL,ILLINOIS
18,2020,4,1820,0.88215858,0.96420705,0.5825991,0.83566433,0.9571678,0.44055945,0.95023698,0.97156399,0.77369666,-0.73063713,-0.67678875,-0.80180568,1028141,IN,INDIANA
19,2020,4,1310,0.87862593,0.95877862,0.51908398,0.82287306,0.95258021,0.35285914,0.93867922,0.96698111,0.70754719,-0.70790678,-0.64869291,-0.7737633,493316,IA,IOWA
20,2020,4,1307,0.89671004,0.97016066,0.53634274,0.86229086,0.95752895,0.42084941,0.92073172,0.97865856,0.66310978,-0.72116935,-0.67693281,-0.76464802,483811,KS,KANSAS
21,2020,4,1378,0.84963506,0.94671535,0.49489051,0.82506204,0.94913149,0.3560794,0.86950147,0.94574779,0.63929617,-0.67968261,-0.64124358,-0.71869397,708995,KY,KENTUCKY
22,2020,4,1266,0.84718925,0.93428344,0.48772764,0.81575757,0.92000002,0.38181818,0.89466089,0.95238096,0.60028863,-0.68325436,-0.64437973,-0.72550553,681331,LA,LOUISIANA
23,2020,4,552,0.87636364,0.93636364,0.5872727,0.84527218,0.91690546,0.47564471,0.91666669,0.95833331,0.70833331,-0.71122575,-0.65955788,-0.76304317,175859,ME,MAINE
24,2020,4,1344,0.93591654,0.9828614,0.66915053,0.9233371,0.98083425,0.54904169,0.95733786,0.98805463,0.83447099,-0.77658427,-0.73349553,-0.83815771,868466,MD,MARYLAND
25,2020,4,1689,0.93601894,0.98281991,0.64810425,0.91549295,0.97840375,0.52676058,0.96404791,0.98934752,0.81624502,-0.77200407,-0.73008078,-0.83246189,903400,MA,MASSACHUSETTS
26,2020,4,3206,0.92298061,0.97871006,0.6305573,0.9153887,0.98043364,0.52088845,0.92659515,0.97515529,0.73122531,-0.76178575,-0.72889364,-0.79033291,1475239,MI,MICHIGAN
27,2020,4,1966,0.88090348,0.96047229,0.53696096,0.86393911,0.95813513,0.41008562,0.88941401,0.95557654,0.6540643,-0.7123993,-0.6748842,-0.7404651,867368,MN,MINNESOTA
28,2020,4,948,0.87182206,0.95656782,0.53919494,0.81558937,0.93916351,0.40114069,0.92220116,0.96963948,0.65844405,-0.70683467,-0.64502215,-0.76141685,498538,MS,MISSISSIPPI
29,2020,4,2215,0.87336046,0.96065128,0.51243782,0.83588958,0.95015335,0.38726994,0.8966431,0.96113074,0.62279153,-0.70195198,-0.6521101,-0.73906118,895969,MO,MISSOURI
30,2020,4,705,0.752518,0.89352518,0.38129497,0.69911504,0.8761062,0.25368732,0.77306736,0.88279301,0.46134663,-0.60064226,-0.53598064,-0.61975497,142839,MT,MONTANA
31,2020,4,583,0.84562606,0.95883363,0.44596913,0.81216931,0.96560848,0.29894179,0.90123457,0.95473254,0.68724281,-0.68002254,-0.63593924,-0.75218773,240256,NE,NEBRASKA
32,2020,4,595,0.90387857,0.97301853,0.54974705,0.87870622,0.96495956,0.43665767,0.93280631,0.97628456,0.69565219,-0.72344434,-0.67955714,-0.7726562,442359,NV,NEVADA
33,2020,4,473,0.88747346,0.95329088,0.56687897,0.84615386,0.94314378,0.42809364,0.93220341,0.96186441,0.75,-0.72005457,-0.66754067,-0.78601652,185543,NH,NEW HAMPSHIRE
34,2020,4,2283,0.95208794,0.98065937,0.68087912,0.94499016,0.98362803,0.58153242,0.9738974,0.98559856,0.80288029,-0.78432626,-0.75175655,-0.83135539,1262200,NJ,NEW JERSEY
35,2020,4,713,0.81728047,0.93201131,0.43626061,0.77750611,0.92176038,0.29095355,0.87272727,0.94545454,0.61515152,-0.6677537,-0.61622113,-0.72529,302241,NM,NEW MEXICO
36,2020,4,4359,0.94408649,0.9850437,0.65186375,0.92376506,0.98366392,0.52858812,0.96520227,0.98521096,0.77468467,-0.77634603,-0.73444432,-0.81744438,2529322,NY,NEW YORK
37,2020,4,2535,0.91020572,0.97903478,0.61748415,0.87450725,0.97371876,0.46846256,0.94741166,0.98192275,0.79375511,-0.7512967,-0.69557291,-0.81099582,1538226,NC,NORTH CAROLINA
38,2020,4,463,0.88235295,0.95424837,0.56644881,0.85501862,0.94052047,0.46840149,0.859375,0.9296875,0.65234375,-0.70149803,-0.65304059,-0.70435262,107513,ND,NORTH DAKOTA
39,2020,4,3333,0.89573318,0.96905047,0.60306489,0.84859717,0.95923769,0.44626787,0.92952484,0.97437268,0.72504002,-0.74104255,-0.68205142,-0.78649664,1672415,OH,OHIO
40,2020,4,1683,0.86106139,0.95169944,0.48837209,0.82791185,0.95173138,0.38929695,0.87645912,0.94260699,0.57490271,-0.68678141,-0.64922053,-0.70820183,676831,OK,OKLAHOMA
41,2020,4,1192,0.83164984,0.9537037,0.40151516,0.78074867,0.94652408,0.28475937,0.86217946,0.94871795,0.51282054,-0.66037083,-0.61759096,-0.69166571,559492,OR,OREGON
42,2020,4,2730,0.93463093,0.97980171,0.67168564,0.90881824,0.97120577,0.55308938,0.95241475,0.98508525,0.76988637,-0.77507478,-0.72626191,-0.81563228,1623864,PA,PENNSYLVANIA
44,2020,4,292,0.92123288,0.98630136,0.57191783,0.90607733,0.98895025,0.4364641,0.94999999,0.98333335,0.79166669,-0.75118321,-0.70678413,-0.82538086,138163,RI,RHODE ISLAND
45,2020,4,1209,0.89137644,0.9660033,0.54892206,0.8547945,0.96438354,0.39178082,0.94254935,0.96768403,0.75942552,-0.72298205,-0.67534024,-0.78670144,774372,SC,SOUTH CAROLINA
46,2020,4,607,0.7820946,0.90371621,0.3581081,0.67896676,0.85608858,0.25461254,0.79948586,0.89203084,0.39074549,-0.59645241,-0.51653552,-0.60168684,132863,SD,SOUTH DAKOTA
47,2020,4,1740,0.87449628,0.96430629,0.52677029,0.82654029,0.95545024,0.36398104,0.91124868,0.96697628,0.66047472,-0.71194828,-0.65427297,-0.75804764,1005037,TN,TENNESSEE
48,2020,4,8152,0.90071356,0.97256398,0.53161907,0.88279456,0.97393119,0.41459855,0.9110477,0.96862036,0.66208506,-0.72420657,-0.68970746,-0.75909489,5152335,TX,TEXAS
49,2020,4,931,0.74054056,0.93297297,0.28972974,0.67258066,0.92258066,0.15806451,0.8637532,0.95886892,0.50128537,-0.59960419,-0.54871464,-0.69526285,634490,UT,UTAH
50,2020,4,270,0.86988848,0.95539033,0.60223049,0.84177214,0.94303799,0.53797466,0.94,0.98000002,0.74000001,-0.72932661,-0.69450289,-0.79643947,72907,VT,VERMONT
51,2020,4,1852,0.90486485,0.97081083,0.58918917,0.88088888,0.96799999,0.4648889,0.95693135,0.98250335,0.77523553,-0.73992765,-0.6978938,-0.80511624,1246799,VA,VIRGINIA
53,2020,4,2108,0.83365113,0.94899905,0.4046711,0.78014183,0.93774629,0.25531915,0.88264793,0.95185554,0.58375126,-0.66166747,-0.60336918,-0.72056895,1060510,WA,WASHINGTON
54,2020,4,643,0.79843748,0.92812502,0.44999999,0.75888324,0.91370559,0.31979695,0.83333331,0.94025159,0.581761,-0.65625048,-0.60462046,-0.71157867,259031,WV,WEST VIRGINIA
55,2020,4,2113,0.89766777,0.96906233,0.62018085,0.87034035,0.96515399,0.49189627,0.93156934,0.97445256,0.75,-0.7442143,-0.69734854,-0.79264438,848781,WI,WISCONSIN
56,2020,4,328,0.67801857,0.86068112,0.29721361,0.59358287,0.85026735,0.171123,0.74705881,0.84705883,0.40588236,-0.54804564,-0.49889457,-0.58703792,93759,WY,WYOMING
1,2020,5,1382,0.81104654,0.9425872,0.3306686,0.78814626,0.93568724,0.24968474,0.8356688,0.94649684,0.40254778,-0.63131493,-0.60693383,-0.65276992,762030,AL,ALABAMA
2,2020,5,382,0.61066669,0.85066664,0.24266666,0.52788103,0.81412637,0.16728625,0.65416664,0.83749998,0.30000001,-0.52370089,-0.46801159,-0.53479463,120264,AK,ALASKA
4,2020,5,1813,0.82336503,0.93683624,0.39854667,0.82724255,0.94933558,0.33554816,0.81818181,0.92294371,0.45800865,-0.64965475,-0.64306492,-0.65101385,1077168,AZ,ARIZONA
5,2020,5,1012,0.82569718,0.94023907,0.34760955,0.79661018,0.93973637,0.2693032,0.85873604,0.94423795,0.42379183,-0.63678032,-0.60657644,-0.66701037,471548,AR,ARKANSAS
6,2020,5,8859,0.90770459,0.97280073,0.5203141,0.89976817,0.97538793,0.42482612,0.90694273,0.96467721,0.63970768,-0.7228452,-0.69675559,-0.75242656,5795798,CA,CALIFORNIA
8,2020,5,1788,0.82036614,0.94965672,0.32837528,0.78702009,0.94606948,0.2285192,0.85665137,0.94495416,0.45642203,-0.64246577,-0.60795754,-0.67748952,878222,CO,COLORADO
9,2020,5,1070,0.87001896,0.96015179,0.53889942,0.83797055,0.95417351,0.40916529,0.92340428,0.96808511,0.69361705,-0.70914823,-0.66268808,-0.77031493,502790,CT,CONNECTICUT
10,2020,5,205,0.91666669,0.96568626,0.57352942,0.89312977,0.96183205,0.48091602,0.98958331,1,0.73958331,-0.73532724,-0.702106,-0.80691808,131278,DE,DELAWARE
11,2020,5,188,0.92021275,0.96808511,0.52659577,0.90076333,0.96183205,0.47328246,0.96875,0.97916669,0.61458331,-0.72124654,-0.69861442,-0.75464112,73965,DC,DISTRICT OF COLUMBIA
12,2020,5,3783,0.89681906,0.96551722,0.5372895,0.89528793,0.97251308,0.43499127,0.89320892,0.95282531,0.6557802,-0.71756941,-0.69335717,-0.74143648,2816193,FL,FLORIDA
13,2020,5,2220,0.88657928,0.97198373,0.45639405,0.86335403,0.96972048,0.33773291,0.91451293,0.97117299,0.60437375,-0.69773346,-0.66326815,-0.73925638,1702642,GA,GEORGIA
15,2020,5,261,0.8623482,0.95951414,0.46153846,0.81764704,0.9470588,0.41764706,0.93069309,0.99009901,0.51485151,-0.6929068,-0.65898758,-0.75026566,171184,HI,HAWAII
16,2020,5,682,0.67010307,0.89837998,0.18998528,0.58578432,0.88235295,0.12254902,0.7287671,0.89315069,0.25205478,-0.54068726,-0.5033462,-0.56434315,298731,ID,IDAHO
17,2020,5,3900,0.76861632,0.94511724,0.28832775,0.71027285,0.93338686,0.1845907,0.81743121,0.95321101,0.36926606,-0.62011826,-0.57557797,-0.65488839,1978734,IL,ILLINOIS
18,2020,5,1824,0.84725273,0.9631868,0.40989012,0.80852914,0.95822453,0.30548304,0.91005915,0.96804732,0.55857986,-0.67210656,-0.63387525,-0.72498482,1031920,IN,INDIANA
19,2020,5,1317,0.8206107,0.94885498,0.36412212,0.76083916,0.93566436,0.24475524,0.8828125,0.95937502,0.49687499,-0.64136994,-0.59204257,-0.68986481,495631,IA,IOWA
20,2020,5,1311,0.82568806,0.95412844,0.34250763,0.79021877,0.94079792,0.22136422,0.84545457,0.95606059,0.47878787,-0.64824903,-0.60683429,-0.68658924,484273,KS,KANSAS
21,2020,5,1376,0.81964809,0.93768328,0.33724341,0.79553902,0.9380421,0.24659231,0.83111113,0.93185186,0.42666668,-0.62586921,-0.59655833,-0.6504131,713707,KY,KENTUCKY
22,2020,5,1274,0.78031498,0.93385828,0.28897637,0.74396133,0.92512077,0.21256039,0.8226037,0.94563663,0.35622317,-0.60239118,-0.57355464,-0.62934351,685457,LA,LOUISIANA
23,2020,5,554,0.85480946,0.93284935,0.51905626,0.80802292,0.91404009,0.38395417,0.90344828,0.96551722,0.67586207,-0.6924237,-0.63562423,-0.76517427,175345,ME,MAINE
24,2020,5,1356,0.92450035,0.97779423,0.57957071,0.90412486,0.97435898,0.45039019,0.95741057,0.98126066,0.7478705,-0.73952508,-0.70058262,-0.7936039,869173,MD,MARYLAND
25,2020,5,1714,0.88758785,0.96955502,0.52634662,0.84658039,0.96395564,0.38077635,0.95019656,0.98034078,0.73132372,-0.71653301,-0.66543609,-0.79215056,914297,MA,MASSACHUSETTS
26,2020,5,3233,0.88784462,0.96522558,0.55545115,0.86368477,0.96698618,0.43184239,0.90883511,0.96060777,0.68204838,-0.72002649,-0.68088955,-0.75802135,1486583,MI,MICHIGAN
27,2020,5,1974,0.82205129,0.94461536,0.42051283,0.79923517,0.95315486,0.29636711,0.8273921,0.92682928,0.53189492,-0.65460885,-0.61987287,-0.67692703,868020,MN,MINNESOTA
28,2020,5,960,0.7801047,0.92984295,0.32356021,0.7220149,0.90671641,0.23694029,0.84269661,0.94756556,0.40449437,-0.61069137,-0.56533009,-0.64928859,502387,MS,MISSISSIPPI
29,2020,5,2208,0.75525117,0.92283106,0.25342464,0.70401853,0.91344666,0.18160743,0.78961504,0.92211282,0.32408237,-0.58544445,-0.55324507,-0.60832065,896568,MO,MISSOURI
30,2020,5,727,0.55790961,0.81920904,0.15960452,0.49275362,0.79420292,0.11014493,0.58663368,0.81435645,0.19554456,-0.46215716,-0.42188308,-0.46354601,144427,MT,MONTANA
31,2020,5,588,0.81583476,0.9518072,0.32013768,0.78378379,0.95405406,0.2,0.86693549,0.94354838,0.50403225,-0.63287002,-0.60279107,-0.68421233,243704,NE,NEBRASKA
32,2020,5,607,0.88760328,0.94380164,0.53388429,0.86243385,0.93386245,0.42328042,0.89494163,0.93774319,0.66926068,-0.69539875,-0.65621275,-0.72706586,447374,NV,NEVADA
33,2020,5,474,0.83439493,0.93842888,0.49893844,0.7631579,0.91118419,0.33881578,0.93162394,0.97008544,0.6837607,-0.67969304,-0.61957711,-0.74932694,183697,NH,NEW HAMPSHIRE
34,2020,5,2294,0.88049209,0.97012305,0.49033391,0.84469199,0.96461338,0.34600261,0.93643689,0.98388541,0.68039393,-0.70890313,-0.65891367,-0.77922845,1266470,NJ,NEW JERSEY
35,2020,5,721,0.79411763,0.93277311,0.38935575,0.76997578,0.93220341,0.31234866,0.81845236,0.9375,0.48809522,-0.63421386,-0.60552108,-0.666264,305866,NM,NEW MEXICO
36,2020,5,4365,0.88018435,0.96198159,0.52281106,0.84387195,0.96096802,0.38095239,0.92200434,0.96339869,0.66928107,-0.70717567,-0.66228008,-0.75489575,2533718,NY,NEW YORK
37,2020,5,2532,0.8846001,0.9741345,0.5304417,0.84217507,0.96883291,0.40450928,0.92610836,0.97947454,0.681445,-0.71814728,-0.67158359,-0.76860642,1534255,NC,NORTH CAROLINA
38,2020,5,462,0.77947599,0.93449783,0.26419213,0.7340824,0.92134833,0.17602997,0.80544746,0.92217898,0.35408559,-0.59974706,-0.55712992,-0.61604667,107695,ND,NORTH DAKOTA
39,2020,5,3356,0.81094825,0.94795096,0.3448998,0.76142931,0.93904364,0.24540199,0.84190983,0.95172411,0.42652521,-0.64296728,-0.60413039,-0.67067724,1684087,OH,OHIO
40,2020,5,1689,0.80192077,0.92737097,0.35114047,0.77191132,0.92502642,0.26187962,0.80761719,0.90820313,0.421875,-0.6239292,-0.59705567,-0.63018578,676707,OK,OKLAHOMA
41,2020,5,1186,0.81748724,0.96264857,0.38624787,0.7673797,0.96122992,0.25935829,0.85227275,0.95616883,0.50649351,-0.66343611,-0.62297058,-0.6937651,557878,OR,OREGON
42,2020,5,2745,0.89952505,0.97223234,0.53343076,0.86404294,0.96362555,0.41323793,0.93144876,0.98162544,0.64734983,-0.71654588,-0.67371321,-0.75737113,1623367,PA,PENNSYLVANIA
44,2020,5,294,0.84982938,0.9590444,0.42662117,0.78142077,0.93989068,0.24590164,0.96638656,0.99159664,0.73109245,-0.67798513,-0.61174339,-0.788257,138703,RI,RHODE ISLAND
45,2020,5,1196,0.82664388,0.95815539,0.33219472,0.77507162,0.95272207,0.23925501,0.88747734,0.96733212,0.44646099,-0.64702761,-0.61390281,-0.68918341,766812,SC,SOUTH CAROLINA
46,2020,5,615,0.62798637,0.85153586,0.21331058,0.5551331,0.81749052,0.16730037,0.64781493,0.83804625,0.23393317,-0.49193054,-0.43339232,-0.4893035,132960,SD,SOUTH DAKOTA
47,2020,5,1743,0.80173409,0.94739884,0.30404624,0.76285714,0.94666666,0.19714285,0.83022773,0.95134574,0.39337474,-0.62465358,-0.59256458,-0.65142119,1004347,TN,TENNESSEE
48,2020,5,8187,0.82417989,0.95884013,0.33149037,0.79508024,0.96018344,0.23076923,0.84766841,0.95284975,0.44585493,-0.64266002,-0.61363822,-0.67109919,5183875,TX,TEXAS
49,2020,5,935,0.66165411,0.91836733,0.15037593,0.61378205,0.91826922,0.089743592,0.77468354,0.93417722,0.24810126,-0.54064393,-0.51783383,-0.59028506,638836,UT,UTAH
50,2020,5,277,0.88235295,0.97058821,0.55514705,0.87179488,0.96794873,0.48076922,0.93069309,0.99009901,0.68316829,-0.72924411,-0.70400476,-0.78642386,75015,VT,VERMONT
51,2020,5,1863,0.87263894,0.96923906,0.46195358,0.8302387,0.96374887,0.32183909,0.93927127,0.97975707,0.68016195,-0.69383836,-0.64494604,-0.77133375,1249885,VA,VIRGINIA
53,2020,5,2114,0.83373034,0.95474035,0.42925203,0.79761904,0.94999999,0.28174603,0.86886889,0.94594592,0.5985986,-0.66519821,-0.62130004,-0.7098949,1061693,WA,WASHINGTON
54,2020,5,631,0.7099359,0.89102566,0.24198718,0.64248705,0.87564766,0.18393782,0.77096772,0.89032257,0.30645162,-0.56047642,-0.52481496,-0.58865094,256767,WV,WEST VIRGINIA
55,2020,5,2122,0.87577051,0.96348983,0.5173068,0.83602583,0.96042001,0.37479806,0.91545457,0.9672727,0.66727275,-0.70615828,-0.6552006,-0.75773919,846894,WI,WISCONSIN
56,2020,5,327,0.63664597,0.84472048,0.19254659,0.62303662,0.83769631,0.12041885,0.63253009,0.86144578,0.27710843,-0.49599984,-0.46048531,-0.53601825,93936,WY,WYOMING
1,2020,6,1383,0.18267831,0.42867541,0.037845705,0.1653944,0.40458015,0.027989822,0.18781726,0.43274111,0.039340101,-0.094801471,-0.073675804,-0.1005276,764635,AL,ALABAMA
2,2020,6,379,0.29508197,0.49453551,0.068306014,0.24621212,0.44318181,0.060606062,0.37179488,0.57692307,0.081196584,-0.17278542,-0.11164276,-0.24408288,119997,AK,ALASKA
4,2020,6,1811,0.36866096,0.62849003,0.13219373,0.31945625,0.61427355,0.085811384,0.41114059,0.64279401,0.16710876,-0.26794657,-0.250146,-0.2903288,1078823,AZ,ARIZONA
5,2020,6,1011,0.2077001,0.45592704,0.068895645,0.18832392,0.42372882,0.062146891,0.23473282,0.49045801,0.076335877,-0.13659599,-0.11153726,-0.16260774,468551,AR,ARKANSAS
6,2020,6,8858,0.67902929,0.87202382,0.24381869,0.64088297,0.86468053,0.17480259,0.7164619,0.86658478,0.32874691,-0.54234535,-0.51834202,-0.56131178,5782445,CA,CALIFORNIA
8,2020,6,1779,0.30521384,0.57000583,0.091974221,0.25235406,0.51694918,0.053672317,0.37470725,0.63934427,0.14051522,-0.24706782,-0.19729707,-0.30249649,877376,CO,COLORADO
9,2020,6,1064,0.65736288,0.88835418,0.2319538,0.59967053,0.88632619,0.17462933,0.73404253,0.90638298,0.29148936,-0.54249901,-0.52590257,-0.5866757,506904,CT,CONNECTICUT
10,2020,6,202,0.58208954,0.87064677,0.13432837,0.53076923,0.86923075,0.11538462,0.71276593,0.90425533,0.15957446,-0.50343668,-0.47339952,-0.57084394,128845,DE,DELAWARE
11,2020,6,191,0.77777779,0.92592591,0.35449734,0.76612902,0.94354838,0.25,0.8252427,0.91262138,0.45631069,-0.58342618,-0.57851875,-0.59573263,75475,DC,DISTRICT OF COLUMBIA
12,2020,6,3785,0.44474393,0.68948787,0.15256065,0.39212254,0.66520786,0.10765865,0.50975221,0.72588295,0.21613073,-0.35039413,-0.32255161,-0.38662422,2808282,FL,FLORIDA
13,2020,6,2227,0.24343891,0.48959276,0.06334842,0.15175097,0.39143968,0.025680933,0.36063936,0.61838162,0.10889111,-0.12464967,-0.017938746,-0.25943249,1705229,GA,GEORGIA
15,2020,6,264,0.45416668,0.71249998,0.13333334,0.39520958,0.67664671,0.065868266,0.556701,0.77319586,0.21649484,-0.38576362,-0.33919889,-0.45870745,171181,HI,HAWAII
16,2020,6,694,0.19005848,0.42251462,0.027777778,0.16461916,0.38083538,0.027027028,0.21369863,0.44109589,0.035616439,-0.081113078,-0.061460901,-0.086418487,295256,ID,IDAHO
17,2020,6,3900,0.39090911,0.68415582,0.11428571,0.3128514,0.63895583,0.062248997,0.48044693,0.75977653,0.16108008,-0.34659451,-0.29780003,-0.40611294,1983567,IL,ILLINOIS
18,2020,6,1819,0.45243362,0.66980088,0.19137168,0.30929625,0.56472635,0.084274545,0.65171194,0.82054311,0.32703659,-0.36702833,-0.25355443,-0.52468854,1026110,IN,INDIANA
19,2020,6,1313,0.30310076,0.59147286,0.079844959,0.26591229,0.56435645,0.056577086,0.34349918,0.61476725,0.10272873,-0.2553018,-0.22818972,-0.27628985,495029,IA,IOWA
20,2020,6,1313,0.21882173,0.46824789,0.05661821,0.15938303,0.44087404,0.038560413,0.28115502,0.49696049,0.080547109,-0.15093796,-0.13195638,-0.16451044,485610,KS,KANSAS
21,2020,6,1373,0.39285713,0.62351191,0.125,0.31651956,0.5636822,0.081967212,0.48584202,0.70491803,0.1833085,-0.29816172,-0.23534782,-0.38462007,713435,KY,KENTUCKY
22,2020,6,1266,0.20935765,0.45995241,0.042030133,0.18469016,0.41190764,0.036452007,0.24963924,0.52380955,0.056277055,-0.12489677,-0.082548015,-0.17553817,679993,LA,LOUISIANA
23,2020,6,553,0.64760149,0.86346865,0.22509225,0.5840708,0.85545725,0.19469027,0.73776221,0.89160842,0.28321677,-0.5316726,-0.5002147,-0.57601422,174126,ME,MAINE
24,2020,6,1361,0.71175164,0.92682928,0.23798965,0.65328872,0.9130435,0.16164994,0.79626483,0.94397283,0.36162987,-0.58751714,-0.55517828,-0.63417917,875511,MD,MARYLAND
25,2020,6,1720,0.7179637,0.92685783,0.24692802,0.65990782,0.91612905,0.17142858,0.80683309,0.94612354,0.36268067,-0.58494139,-0.54854125,-0.64689136,919196,MA,MASSACHUSETTS
26,2020,6,3237,0.55499369,0.84102404,0.15707965,0.47903225,0.82795697,0.10268817,0.64358681,0.85527807,0.21339387,-0.48137975,-0.44712478,-0.51940441,1487475,MI,MICHIGAN
