statefips,year,month,number_schools,share_all_closed_50,share_all_closed_25,share_all_closed_75,share_elem_closed_50,share_elem_closed_25,share_elem_closed_75,share_middlehigh_closed_50,share_middlehigh_closed_25,share_middlehigh_closed_75,mean_all_change,mean_elem_change,mean_middlehigh_change,total_students,state_abbrev,state_name
13,2020,9,2199,0.35908866,0.65725607,0.098563649,0.32800671,0.67115223,0.063919261,0.39597315,0.63758391,0.14317673,-0.34183073,-0.33270031,-0.34865907,1693598,GA,GEORGIA
15,2020,9,267,0.76630437,0.86956519,0.38586956,0.6953125,0.8359375,0.265625,0.85000002,0.92500001,0.55000001,-0.58712882,-0.52799684,-0.68096232,169317,HI,HAWAII
16,2020,9,692,0.13719513,0.41615853,0.022865854,0.12977099,0.43002546,0.020356234,0.15126051,0.39495799,0.028011205,-0.10964496,-0.097662941,-0.09495724,296751,ID,IDAHO
17,2020,9,3889,0.45954692,0.75242716,0.15021574,0.36215538,0.69799501,0.1031746,0.56894886,0.81485051,0.21215044,-0.40502849,-0.34801403,-0.47215229,1968663,IL,ILLINOIS
18,2020,9,1818,0.11859528,0.39032814,0.020725388,0.11872146,0.42465752,0.018264839,0.12903225,0.34119105,0.024813896,-0.11955958,-0.13118696,-0.098730095,1028520,IN,INDIANA
19,2020,9,1312,0.11507937,0.34285715,0.027777778,0.096402876,0.35971224,0.01438849,0.1338843,0.32561985,0.042975206,-0.066588238,-0.067533508,-0.062155161,494262,IA,IOWA
20,2020,9,1307,0.13246116,0.36222404,0.030253476,0.1066482,0.36288089,0.020775624,0.14862682,0.34087238,0.040387724,-0.083280928,-0.079543784,-0.070209876,483861,KS,KANSAS
21,2020,9,1365,0.33594361,0.7227878,0.065779172,0.32138115,0.72908366,0.059760958,0.3579278,0.72056514,0.07692308,-0.348304,-0.35436329,-0.34581533,710238,KY,KENTUCKY
22,2020,9,1271,0.22530329,0.55892545,0.045927208,0.15754339,0.48197597,0.029372497,0.30407524,0.66144198,0.062695928,-0.24689254,-0.18875325,-0.31418565,681911,LA,LOUISIANA
23,2020,9,559,0.31698114,0.59811318,0.047169812,0.26548672,0.51327431,0.038348082,0.41666666,0.72463769,0.065217391,-0.22580931,-0.14530596,-0.34347609,175992,ME,MAINE
24,2020,9,1363,0.64978451,0.87068963,0.23599137,0.55098683,0.83223683,0.13157895,0.79767442,0.91162789,0.36744186,-0.52738518,-0.4582361,-0.61414587,876617,MD,MARYLAND
25,2020,9,1712,0.52168202,0.82260185,0.15045992,0.43659043,0.77650726,0.10810811,0.66032213,0.89019036,0.22254759,-0.45588738,-0.40511104,-0.54537088,909321,MA,MASSACHUSETTS
26,2020,9,3202,0.290842,0.63267362,0.053673264,0.24595843,0.59642035,0.034064665,0.34719712,0.66305006,0.075949363,-0.27973607,-0.24289636,-0.30648661,1471962,MI,MICHIGAN
27,2020,9,1964,0.29425028,0.60766631,0.091319054,0.22940563,0.53284669,0.071949951,0.35062242,0.66390043,0.1120332,-0.24002433,-0.19414018,-0.26154625,867324,MN,MINNESOTA
28,2020,9,955,0.17647059,0.45504993,0.054384019,0.12830958,0.45010182,0.020366598,0.2202729,0.46588695,0.087719299,-0.16795044,-0.13150579,-0.19335754,501986,MS,MISSISSIPPI
29,2020,9,2204,0.18253969,0.44345239,0.05952381,0.18412162,0.46875,0.043074325,0.17980769,0.41538462,0.078846157,-0.13650218,-0.15570325,-0.11414304,898126,MO,MISSOURI
30,2020,9,684,0.15275311,0.38188276,0.051509768,0.14801444,0.38989168,0.039711192,0.15243903,0.37195122,0.05792683,-0.01735381,-0.032014403,0.016351964,140087,MT,MONTANA
31,2020,9,583,0.17454545,0.45818183,0.032727271,0.16147308,0.48441926,0.014164306,0.20264317,0.41850221,0.070484579,-0.13913816,-0.13963175,-0.12561797,242233,NE,NEBRASKA
32,2020,9,605,0.6385321,0.83669722,0.26238531,0.5685131,0.819242,0.1632653,0.69658118,0.82478631,0.38461539,-0.5095793,-0.45146295,-0.54654545,438969,NV,NEVADA
33,2020,9,480,0.22394678,0.59423506,0.039911307,0.18983051,0.52203387,0.027118644,0.27631578,0.65350878,0.061403509,-0.23924713,-0.1982383,-0.28065515,183996,NH,NEW HAMPSHIRE
34,2020,9,2296,0.53710753,0.84966701,0.12369172,0.45179856,0.82086331,0.078417264,0.66064638,0.89068443,0.19201522,-0.46688369,-0.4285914,-0.52651781,1270323,NJ,NEW JERSEY
35,2020,9,715,0.61269844,0.8238095,0.26190478,0.49180329,0.78415298,0.13114753,0.74827588,0.8586207,0.42068964,-0.49151725,-0.412319,-0.56762516,304840,NM,NEW MEXICO
36,2020,9,4413,0.56172681,0.81267357,0.20777582,0.47028199,0.77049893,0.14793926,0.66339868,0.85760969,0.26750702,-0.46500605,-0.42067665,-0.51000684,2557143,NY,NEW YORK
37,2020,9,2483,0.62669587,0.85601753,0.27658644,0.51295334,0.80754995,0.15618061,0.75418502,0.91189426,0.40792951,-0.52660596,-0.4493753,-0.61325628,1505890,NC,NORTH CAROLINA
38,2020,9,464,0.10112359,0.3505618,0.011235955,0.10344828,0.32183909,0.01532567,0.098360658,0.36065573,0.012295082,-0.061653186,-0.050694723,-0.045133203,108598,ND,NORTH DAKOTA
39,2020,9,3313,0.19550116,0.47237843,0.042342044,0.19194865,0.48424739,0.035005834,0.22513089,0.48342058,0.05235602,-0.16685055,-0.17344609,-0.17377603,1669695,OH,OHIO
40,2020,9,1660,0.13833992,0.37285903,0.038208168,0.12906976,0.39767441,0.026744187,0.13118279,0.3204301,0.04623656,-0.075334065,-0.09111242,-0.027144259,662992,OK,OKLAHOMA
41,2020,9,1192,0.63177228,0.84205693,0.22589532,0.52199411,0.79912025,0.11143695,0.71917808,0.87157536,0.34417808,-0.49977273,-0.42494932,-0.55825722,557911,OR,OREGON
42,2020,9,2740,0.38429752,0.71404958,0.097933881,0.3622795,0.68928087,0.076662146,0.44085175,0.75788641,0.13722397,-0.36238581,-0.33722457,-0.40674579,1619963,PA,PENNSYLVANIA
44,2020,9,296,0.44981414,0.7620818,0.10408922,0.32121211,0.70303029,0.036363635,0.66964287,0.85714287,0.19642857,-0.40979207,-0.33937094,-0.52563596,142944,RI,RHODE ISLAND
45,2020,9,1155,0.22773279,0.63157892,0.043522269,0.20744681,0.59751773,0.031914894,0.24390244,0.64837396,0.05284553,-0.28848806,-0.26179296,-0.30586234,743857,SC,SOUTH CAROLINA
46,2020,9,593,0.12403101,0.31589147,0.054263566,0.109375,0.3515625,0.03515625,0.13595167,0.29305136,0.066465259,0.037516091,-0.004494434,0.0670202,130992,SD,SOUTH DAKOTA
47,2020,9,1727,0.22653316,0.53441805,0.086983733,0.19116135,0.52312434,0.053442959,0.24157304,0.50898874,0.10898876,-0.2519618,-0.22952649,-0.24570616,999876,TN,TENNESSEE
48,2020,9,8167,0.32871881,0.64059031,0.091289014,0.28832036,0.64293659,0.060289212,0.37240437,0.6204918,0.12704918,-0.29716486,-0.28506112,-0.29345837,5157264,TX,TEXAS
49,2020,9,935,0.14134276,0.49234393,0.023557127,0.14586994,0.5043937,0.02108963,0.11699165,0.47075209,0.027855154,-0.17920642,-0.18139613,-0.17928596,635371,UT,UTAH
50,2020,9,277,0.34865901,0.70498085,0.061302681,0.31756756,0.66216218,0.067567565,0.41414142,0.79797977,0.080808081,-0.3193351,-0.30542624,-0.37518823,75974,VT,VERMONT
51,2020,9,1843,0.53293014,0.80913979,0.17809139,0.37993234,0.74746335,0.08455468,0.74451411,0.90909094,0.29153606,-0.46144009,-0.37870139,-0.58043134,1239686,VA,VIRGINIA
53,2020,9,2118,0.59191585,0.82225913,0.22203766,0.47544023,0.78035218,0.11770158,0.72013652,0.85096699,0.34698522,-0.47099537,-0.40092504,-0.5364849,1065042,WA,WASHINGTON
54,2020,9,633,0.15724382,0.52120143,0.037102472,0.14814815,0.50712252,0.037037037,0.17832167,0.52797204,0.034965035,-0.18832156,-0.16616872,-0.21348305,255715,WV,WEST VIRGINIA
55,2020,9,2125,0.3016032,0.61623245,0.086172342,0.23614663,0.55242968,0.049445864,0.38535646,0.69942194,0.13583815,-0.2680448,-0.21306685,-0.3417117,848134,WI,WISCONSIN
56,2020,9,330,0.12714776,0.30927834,0.041237112,0.10795455,0.30113637,0.039772727,0.15646258,0.31292516,0.054421768,-0.017639853,0.002362509,-0.044915404,93477,WY,WYOMING
1,2020,10,1388,0.13392141,0.43865275,0.025661588,0.11911357,0.45013851,0.022160664,0.15589887,0.41713482,0.028089888,-0.16585658,-0.17821833,-0.14879867,766120,AL,ALABAMA
2,2020,10,378,0.52733117,0.79099679,0.15434083,0.50462961,0.79166669,0.12037037,0.4679803,0.72906405,0.16256158,-0.41152748,-0.40848044,-0.3506293,119795,AK,ALASKA
4,2020,10,1822,0.44497895,0.72940469,0.13710162,0.43978101,0.75273722,0.10583942,0.46716005,0.72062904,0.16466235,-0.36245537,-0.37763801,-0.360686,1100370,AZ,ARIZONA
5,2020,10,1001,0.13262032,0.45347592,0.038502675,0.14629258,0.48697394,0.044088177,0.12175649,0.42514971,0.037924152,-0.1546587,-0.18242018,-0.13648298,466059,AR,ARKANSAS
6,2020,10,8917,0.7910912,0.91414708,0.37513998,0.76020408,0.90541601,0.25706437,0.81689763,0.91471213,0.51439232,-0.61552131,-0.57504946,-0.65334785,5826694,CA,CALIFORNIA
8,2020,10,1739,0.40051514,0.7250483,0.11719253,0.31362197,0.68109822,0.095036961,0.49435383,0.76662487,0.14052698,-0.35552841,-0.31401554,-0.3814618,854532,CO,COLORADO
9,2020,10,1059,0.34832636,0.72594142,0.075313807,0.30960855,0.6921708,0.056939501,0.4295612,0.81524247,0.09237875,-0.3266831,-0.29605538,-0.40893942,502306,CT,CONNECTICUT
10,2020,10,204,0.56647396,0.83236992,0.13872832,0.46363637,0.78181821,0.12727273,0.76829267,0.9512195,0.18292683,-0.46764177,-0.42523023,-0.5850417,130005,DE,DELAWARE
11,2020,10,189,0.77419353,0.90860218,0.34408602,0.7109375,0.8984375,0.2578125,0.84158415,0.9207921,0.43564355,-0.59801561,-0.54078943,-0.65129465,75124,DC,DISTRICT OF COLUMBIA
12,2020,10,3819,0.37708831,0.69779235,0.088603817,0.35271317,0.70300388,0.062015504,0.41425261,0.68887603,0.12340672,-0.3303749,-0.33117849,-0.32721916,2834540,FL,FLORIDA
13,2020,10,2207,0.32887569,0.64338779,0.079247154,0.30698067,0.6652649,0.05550883,0.35714287,0.6082589,0.11495536,-0.32346797,-0.32564729,-0.31528494,1700472,GA,GEORGIA
15,2020,10,287,0.74316943,0.89071035,0.36612022,0.6640625,0.859375,0.25,0.88461536,0.94871795,0.56410259,-0.57673728,-0.51105678,-0.70124912,184891,HI,HAWAII
16,2020,10,691,0.18042813,0.50764525,0.035168197,0.18229167,0.51302081,0.03125,0.16949153,0.47175142,0.033898305,-0.18441187,-0.19884194,-0.14806089,295849,ID,IDAHO
17,2020,10,3911,0.50806451,0.78790325,0.14623655,0.41105065,0.73880285,0.10422771,0.62098706,0.83996165,0.19980834,-0.4331862,-0.38332778,-0.4865841,1990212,IL,ILLINOIS
18,2020,10,1819,0.11449943,0.42980438,0.021864211,0.1155596,0.44313011,0.017288445,0.12128713,0.40965346,0.029702971,-0.14450699,-0.15443109,-0.1332095,1025527,IN,INDIANA
19,2020,10,1314,0.14647664,0.442597,0.035629455,0.12716763,0.45809248,0.015895953,0.16693944,0.42716858,0.055646483,-0.12228078,-0.12131728,-0.11768679,494808,IA,IOWA
20,2020,10,1306,0.13957307,0.42528737,0.029556651,0.11871509,0.43016759,0.020949721,0.15483871,0.40806451,0.040322579,-0.12464599,-0.12276909,-0.11067559,484369,KS,KANSAS
21,2020,10,1358,0.27179891,0.64571875,0.069128044,0.27910054,0.69047618,0.068783067,0.27086616,0.59212601,0.075590551,-0.29449844,-0.31318879,-0.27160633,701808,KY,KENTUCKY
22,2020,10,1278,0.1826012,0.53143841,0.030146426,0.19015957,0.53723407,0.029255319,0.18139535,0.52248061,0.032558139,-0.21275635,-0.21528307,-0.201545,684465,LA,LOUISIANA
23,2020,10,563,0.29643527,0.64165103,0.050656661,0.26900584,0.59356725,0.055555556,0.3490909,0.72727275,0.050909091,-0.26907462,-0.22708334,-0.34964764,178277,ME,MAINE
24,2020,10,1375,0.6798715,0.85546041,0.25374731,0.61147541,0.82786888,0.16885246,0.78571427,0.8894009,0.36405531,-0.52604425,-0.47649366,-0.58888239,884769,MD,MARYLAND
25,2020,10,1723,0.50424558,0.81907248,0.15349445,0.44306418,0.78260869,0.11801242,0.60989809,0.88209605,0.216885,-0.44826874,-0.40947512,-0.52182776,917489,MA,MASSACHUSETTS
26,2020,10,3200,0.29128826,0.64379412,0.069963001,0.27424943,0.65588915,0.048498847,0.31442365,0.61979479,0.092335545,-0.28672835,-0.28104055,-0.28297922,1473100,MI,MICHIGAN
27,2020,10,1955,0.30449629,0.60216278,0.096755832,0.27340424,0.5925532,0.071276598,0.32466182,0.59625393,0.11758585,-0.24102908,-0.23947532,-0.23076928,860240,MN,MINNESOTA
28,2020,10,951,0.14798206,0.41143498,0.036995515,0.095528454,0.39227644,0.010162601,0.18650794,0.42857143,0.063492067,-0.14092611,-0.098919898,-0.17031302,497264,MS,MISSISSIPPI
29,2020,10,2211,0.20098522,0.48719212,0.058128078,0.21123219,0.51802182,0.044425819,0.18833652,0.44646272,0.074569792,-0.16121511,-0.18817177,-0.12489189,896608,MO,MISSOURI
30,2020,10,683,0.22319859,0.48857644,0.070298769,0.2080292,0.50364965,0.047445256,0.21556886,0.45808384,0.077844314,-0.084992349,-0.098786339,-0.051233713,140340,MT,MONTANA
31,2020,10,582,0.15272728,0.47454545,0.032727271,0.13352273,0.49147728,0.028409092,0.1754386,0.43421054,0.043859649,-0.1422886,-0.15262112,-0.11705279,244082,NE,NEBRASKA
32,2020,10,606,0.67771637,0.85451198,0.31675875,0.62463343,0.83284456,0.20527859,0.72489083,0.85589522,0.4628821,-0.52490288,-0.47163633,-0.56947088,441225,NV,NEVADA
33,2020,10,481,0.26444444,0.61333334,0.053333335,0.25,0.5945946,0.030405406,0.2711111,0.60444444,0.079999998,-0.25492612,-0.23517367,-0.25666198,184451,NH,NEW HAMPSHIRE
34,2020,10,2317,0.48458984,0.81744903,0.10241821,0.46733668,0.80258435,0.074659012,0.5485391,0.84354383,0.1460886,-0.43683493,-0.4229008,-0.47258979,1281710,NJ,NEW JERSEY
35,2020,10,716,0.67090619,0.85055643,0.29411766,0.57381618,0.81615597,0.1810585,0.77133107,0.88395905,0.42320818,-0.51462328,-0.44193545,-0.59251624,304774,NM,NEW MEXICO
36,2020,10,4445,0.50829983,0.79652917,0.17957747,0.42752054,0.76806575,0.13500649,0.59181774,0.82612741,0.22873083,-0.42711788,-0.39234406,-0.46118432,2577229,NY,NEW YORK
37,2020,10,2486,0.57993865,0.83749455,0.20061323,0.45494831,0.78581977,0.10118169,0.71075839,0.88977075,0.30335096,-0.48447168,-0.4052752,-0.5662331,1512892,NC,NORTH CAROLINA
38,2020,10,465,0.13901345,0.48878923,0.033632286,0.13688213,0.50570345,0.02661597,0.13306452,0.45161289,0.048387095,-0.11637365,-0.11061461,-0.082925186,108133,ND,NORTH DAKOTA
39,2020,10,3336,0.1998025,0.51810402,0.046082951,0.21107872,0.55685133,0.039067056,0.20576368,0.49221903,0.058213256,-0.20076777,-0.21969594,-0.19303973,1666182,OH,OHIO
40,2020,10,1681,0.1674327,0.4392646,0.03808273,0.15661253,0.46171695,0.024361949,0.15654951,0.39084134,0.043663472,-0.12264679,-0.13045149,-0.084585786,674126,OK,OKLAHOMA
41,2020,10,1198,0.66544455,0.8670944,0.2823098,0.56140351,0.83771932,0.13596492,0.75300169,0.86963981,0.44082332,-0.53553039,-0.46070039,-0.59353167,562663,OR,OREGON
42,2020,10,2747,0.3309859,0.67274231,0.08160729,0.34192672,0.68317503,0.070556313,0.3611111,0.6825397,0.10873016,-0.33122081,-0.32820159,-0.35593781,1628137,PA,PENNSYLVANIA
44,2020,10,297,0.42750931,0.78810412,0.096654274,0.33333334,0.74404764,0.035714287,0.55963302,0.85321099,0.18348624,-0.41553336,-0.36496812,-0.48763984,141420,RI,RHODE ISLAND
45,2020,10,1153,0.23272358,0.66158539,0.034552846,0.22759856,0.66308242,0.025089607,0.23684211,0.64372468,0.042510122,-0.28915384,-0.28202325,-0.27977622,740146,SC,SOUTH CAROLINA
46,2020,10,595,0.16342412,0.35992217,0.077821009,0.15079366,0.3888889,0.063492067,0.15853658,0.34146342,0.079268292,-0.025472855,-0.064886384,0.023239065,130864,SD,SOUTH DAKOTA
47,2020,10,1734,0.20626959,0.52288401,0.074608147,0.16168898,0.53656024,0.032955717,0.22808988,0.47865167,0.10224719,-0.22544859,-0.208024,-0.20784014,1001711,TN,TENNESSEE
48,2020,10,8190,0.29635438,0.63047171,0.072128579,0.28128487,0.6591568,0.052197188,0.30890766,0.57886136,0.092890218,-0.27912018,-0.29212633,-0.24754654,5173040,TX,TEXAS
49,2020,10,934,0.14099526,0.52369666,0.021327015,0.13227513,0.52028221,0.017636685,0.15536723,0.53954804,0.028248588,-0.1966349,-0.19305502,-0.21025321,636852,UT,UTAH
50,2020,10,279,0.31660232,0.65637064,0.073359072,0.34228188,0.66442955,0.080536909,0.29591838,0.58163267,0.071428575,-0.3105801,-0.33209229,-0.26367185,77590,VT,VERMONT
51,2020,10,1870,0.57066309,0.83523107,0.19758874,0.43419573,0.77952754,0.094488189,0.76145339,0.91469193,0.3364929,-0.48019302,-0.39711908,-0.60231513,1264157,VA,VIRGINIA
53,2020,10,2126,0.66499722,0.87479132,0.30383974,0.56660414,0.85178238,0.13320826,0.77036202,0.88914025,0.48981899,-0.53988314,-0.47149664,-0.60379457,1066014,WA,WASHINGTON
54,2020,10,637,0.17574692,0.53602815,0.02108963,0.16997167,0.52691215,0.014164306,0.1875,0.55208331,0.03125,-0.20146605,-0.19356818,-0.20558831,256413,WV,WEST VIRGINIA
55,2020,10,2128,0.3743073,0.68362719,0.11838791,0.33846155,0.68803418,0.072649576,0.42048779,0.68780488,0.16780488,-0.32617822,-0.31419295,-0.35098284,850574,WI,WISCONSIN
56,2020,10,328,0.13356164,0.3561644,0.030821918,0.14534883,0.38372093,0.023255814,0.15333334,0.36666667,0.039999999,-0.053102557,-0.060858734,-0.070201218,93361,WY,WYOMING
1,2020,11,1387,0.15785256,0.50480771,0.021634616,0.14444445,0.48750001,0.023611112,0.16783217,0.50489509,0.023776224,-0.1844207,-0.18068402,-0.18123838,768126,AL,ALABAMA
2,2020,11,361,0.61409396,0.8020134,0.29194632,0.56398106,0.78199053,0.19905214,0.60000002,0.7842105,0.35263157,-0.48197639,-0.44829273,-0.46447933,116863,AK,ALASKA
4,2020,11,1805,0.47390777,0.75546116,0.14502427,0.46146789,0.77339453,0.12201835,0.50422537,0.76056337,0.17276995,-0.39063197,-0.40416956,-0.39586598,1093776,AZ,ARIZONA
5,2020,11,992,0.13748658,0.48657358,0.041890439,0.12825651,0.48296595,0.04008016,0.14859438,0.49598393,0.042168673,-0.16637209,-0.16981804,-0.16428354,459974,AR,ARKANSAS
6,2020,11,8827,0.75728279,0.90092915,0.35786039,0.72430182,0.89245397,0.25193107,0.78344977,0.89897907,0.48253626,-0.59553969,-0.55588925,-0.63024169,5789710,CA,CALIFORNIA
8,2020,11,1717,0.51409835,0.79213113,0.17180328,0.42719486,0.75588864,0.12205567,0.62273902,0.83204132,0.22351421,-0.43270567,-0.37821072,-0.48851475,849512,CO,COLORADO
9,2020,11,1063,0.368476,0.6670146,0.088726513,0.28771931,0.60175437,0.045614034,0.48623854,0.77293581,0.12155963,-0.30085853,-0.24630451,-0.3810367,510835,CT,CONNECTICUT
10,2020,11,206,0.26900584,0.49122807,0.076023392,0.22935779,0.45871559,0.082568809,0.41975307,0.62962961,0.086419754,-0.16289,-0.082670793,-0.36565185,130467,DE,DELAWARE
11,2020,11,182,0.76666665,0.8888889,0.33333334,0.72580647,0.87903225,0.23387097,0.84042555,0.89361703,0.42553192,-0.56375909,-0.53035241,-0.58732325,72575,DC,DISTRICT OF COLUMBIA
12,2020,11,3791,0.36445242,0.70017952,0.091262721,0.34563106,0.70776701,0.068446599,0.39464495,0.68975556,0.1193248,-0.33408329,-0.32709357,-0.33389944,2821042,FL,FLORIDA
13,2020,11,2207,0.2923077,0.63275433,0.074937962,0.25984913,0.64040238,0.052808046,0.34266517,0.6237402,0.11086226,-0.30666131,-0.29744816,-0.31871375,1702886,GA,GEORGIA
15,2020,11,289,0.77173913,0.89673913,0.38586956,0.70769233,0.86923075,0.30000001,0.8831169,0.96103895,0.53246754,-0.59629768,-0.53847861,-0.701868,184149,HI,HAWAII
16,2020,11,687,0.27118644,0.63482279,0.052388288,0.24093264,0.58549225,0.051813472,0.2917847,0.68555242,0.048158642,-0.27085489,-0.22921398,-0.30380103,294663,ID,IDAHO
17,2020,11,3902,0.59610707,0.83292782,0.22546634,0.50378788,0.79166669,0.15319866,0.71573359,0.88320464,0.31708494,-0.49488634,-0.43853056,-0.56640345,1989648,IL,ILLINOIS
18,2020,11,1816,0.1980426,0.58837074,0.027058147,0.16970803,0.54562044,0.022810219,0.24227442,0.64153278,0.034610629,-0.23526607,-0.19725189,-0.28131878,1024149,IN,INDIANA
19,2020,11,1307,0.28070176,0.62918663,0.059808612,0.23816356,0.58967,0.043041606,0.32885906,0.67114097,0.077181205,-0.26343665,-0.23419067,-0.2917856,492597,IA,IOWA
20,2020,11,1304,0.2128184,0.55710763,0.034511093,0.1773743,0.53631288,0.016759777,0.2483871,0.56612903,0.051612902,-0.21914774,-0.19124712,-0.24136454,483614,KS,KANSAS
21,2020,11,1355,0.59073055,0.85860175,0.17124902,0.5518617,0.84840423,0.13696809,0.64025354,0.87163234,0.21870047,-0.48627597,-0.45946938,-0.51429355,709726,KY,KENTUCKY
22,2020,11,1276,0.11764706,0.38148788,0.021626297,0.1105193,0.34886816,0.021304926,0.14174455,0.4376947,0.021806853,-0.097660519,-0.077485546,-0.13799511,682470,LA,LOUISIANA
23,2020,11,555,0.45419848,0.74618322,0.076335877,0.3903904,0.7027027,0.075075075,0.55109489,0.80656934,0.087591238,-0.35457668,-0.31018728,-0.44012889,174186,ME,MAINE
24,2020,11,1371,0.72384036,0.8759439,0.3149946,0.70279145,0.86863708,0.25451559,0.75291377,0.89044291,0.39160839,-0.56409568,-0.5354957,-0.59750026,884476,MD,MARYLAND
25,2020,11,1713,0.51871306,0.80958635,0.17859487,0.47510374,0.78215766,0.1493776,0.60907757,0.85505122,0.24158126,-0.4558571,-0.4220579,-0.52188331,913034,MA,MASSACHUSETTS
26,2020,11,3189,0.45666105,0.76188868,0.11905565,0.3635838,0.70809251,0.075722545,0.55548817,0.82231653,0.16858703,-0.3838211,-0.32821494,-0.44264081,1463939,MI,MICHIGAN
27,2020,11,1930,0.43219849,0.70744371,0.13271783,0.37978724,0.70425534,0.093617022,0.48081023,0.69829422,0.1716418,-0.32800651,-0.31662518,-0.33048207,849889,MN,MINNESOTA
28,2020,11,951,0.1772009,0.45711061,0.049661398,0.12396694,0.40289256,0.026859503,0.21513945,0.5,0.07171315,-0.16423482,-0.11414409,-0.20222509,500597,MS,MISSISSIPPI
29,2020,11,2191,0.20319521,0.50973541,0.056415375,0.18011895,0.49872556,0.048428208,0.22815534,0.51553398,0.070873789,-0.17608991,-0.16801468,-0.18248823,895446,MO,MISSOURI
30,2020,11,679,0.39335665,0.59965032,0.12412588,0.39041096,0.59931505,0.11643836,0.36728394,0.56790125,0.12654321,-0.22842632,-0.25179034,-0.17847417,140341,MT,MONTANA
31,2020,11,588,0.17604356,0.51905626,0.029038113,0.14044943,0.51685393,0.019662922,0.24215247,0.52466369,0.049327355,-0.18390281,-0.15721902,-0.2283331,244040,NE,NEBRASKA
32,2020,11,599,0.64738804,0.83768654,0.29850745,0.57440478,0.8035714,0.20833333,0.72368419,0.87280703,0.40789473,-0.51841837,-0.4592489,-0.57563883,439538,NV,NEVADA
33,2020,11,472,0.33333334,0.63265306,0.06122449,0.28231293,0.60204083,0.040816326,0.40552995,0.68202764,0.087557606,-0.26355201,-0.21987087,-0.32858548,183008,NH,NEW HAMPSHIRE
34,2020,11,2311,0.5801999,0.85959065,0.15421228,0.56502891,0.85982656,0.12138728,0.62298197,0.87179488,0.21462488,-0.48736188,-0.47485805,-0.52247852,1279958,NJ,NEW JERSEY
35,2020,11,710,0.71589082,0.86837882,0.36436597,0.63812155,0.84530389,0.23204421,0.7986111,0.8888889,0.52083331,-0.56296009,-0.49686626,-0.63663518,301252,NM,NEW MEXICO
36,2020,11,4423,0.54513186,0.80831641,0.22109534,0.4726325,0.77497828,0.17072111,0.62093353,0.84252709,0.26968411,-0.45625588,-0.41737878,-0.49688762,2564573,NY,NEW YORK
37,2020,11,2484,0.49691629,0.79559469,0.1753304,0.36654276,0.72267658,0.10111524,0.64539009,0.8856383,0.25443262,-0.44285008,-0.35803282,-0.54094464,1516964,NC,NORTH CAROLINA
38,2020,11,465,0.2857143,0.61678004,0.058956917,0.27376425,0.58935362,0.064638786,0.30833334,0.61666667,0.06666667,-0.25861996,-0.24399197,-0.25982654,108853,ND,NORTH DAKOTA
39,2020,11,3327,0.30069467,0.66787958,0.063513063,0.26018625,0.62456346,0.04831199,0.34422404,0.71178532,0.086347722,-0.29328614,-0.26003712,-0.33029178,1662766,OH,OHIO
40,2020,11,1670,0.21518151,0.53465348,0.052805282,0.18896714,0.53051645,0.043427229,0.23617022,0.52234042,0.061702128,-0.18398948,-0.19119859,-0.16340317,669998,OK,OKLAHOMA
41,2020,11,1178,0.73973882,0.89738804,0.34141791,0.67756313,0.87964338,0.21396731,0.77112675,0.89612675,0.4559859,-0.58809763,-0.5331673,-0.61978281,552865,OR,OREGON
42,2020,11,2743,0.45914558,0.78515136,0.11032767,0.42847413,0.7649864,0.096730247,0.53328049,0.82408875,0.15213946,-0.4093169,-0.38873917,-0.45401832,1632903,PA,PENNSYLVANIA
44,2020,11,297,0.45692885,0.77153558,0.11235955,0.35714287,0.70238096,0.077380955,0.60747665,0.87850469,0.1682243,-0.37086719,-0.30960089,-0.46069998,139778,RI,RHODE ISLAND
45,2020,11,1155,0.175813,0.54065043,0.034552846,0.15124555,0.46797153,0.026690392,0.20773931,0.61099797,0.038696539,-0.20228708,-0.13687259,-0.2708711,742862,SC,SOUTH CAROLINA
46,2020,11,575,0.19879518,0.45983934,0.060240965,0.18907563,0.47058824,0.021008404,0.215625,0.453125,0.078125,-0.080258049,-0.10730846,-0.04687373,129749,SD,SOUTH DAKOTA
47,2020,11,1732,0.27044025,0.59308177,0.092452832,0.21820062,0.54291624,0.042399172,0.31608549,0.62092239,0.13048369,-0.27371335,-0.22029926,-0.30386448,1000591,TN,TENNESSEE
48,2020,11,8170,0.31304008,0.65475255,0.083529718,0.29296088,0.67396647,0.062122904,0.33233204,0.61796832,0.109503,-0.30270422,-0.31054291,-0.28001106,5170769,TX,TEXAS
49,2020,11,930,0.24880952,0.71071428,0.036904763,0.18971631,0.66666669,0.035460994,0.35014006,0.78711486,0.044817928,-0.3133015,-0.27656156,-0.38004589,638281,UT,UTAH
50,2020,11,276,0.44357976,0.76653695,0.12451362,0.41891891,0.75,0.12837838,0.4375,0.77083331,0.11458334,-0.41042835,-0.40908805,-0.40654647,77172,VT,VERMONT
51,2020,11,1855,0.54945797,0.82317072,0.16598916,0.40795454,0.75795454,0.098863639,0.73449922,0.9157393,0.24801272,-0.46821216,-0.38855603,-0.57510459,1251901,VA,VIRGINIA
53,2020,11,2114,0.73486549,0.89910316,0.35089687,0.67348838,0.88093024,0.20093024,0.7951389,0.91435188,0.5138889,-0.58265674,-0.51874167,-0.6501354,1059573,WA,WASHINGTON
